HSISID,TYPE,INSPECTOR,NAME,CITY,POSTALCODE,PERMITID,lon,lat,TAVG,review_count,rating,price,category_title,crime_count,frequent_crime_code,INSPECTDATE,CRITICAL,HAS CRITICAL,DAYS OPEN SINCE INSPECTION
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,40.0,46.0,3.5,1.0,japanese,144,81A,2017-01-06,3,True,1724
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,80.0,46.0,3.5,1.0,japanese,141,81A,2017-07-19,0,False,1918
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,44.0,46.0,3.5,1.0,japanese,132,25E,2017-12-07,3,True,2059
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,84.0,46.0,3.5,1.0,japanese,127,81A,2018-06-18,5,True,2252
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,63.0,46.0,3.5,1.0,japanese,155,81A,2018-11-01,3,True,2388
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,36.0,46.0,3.5,1.0,japanese,150,81A,2019-03-05,3,True,2512
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,79.0,46.0,3.5,1.0,japanese,156,81A,2019-08-15,0,False,2675
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,65.0,46.0,3.5,1.0,japanese,147,81A,2020-01-13,2,False,2826
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,66.0,46.0,3.5,1.0,japanese,114,25E,2020-05-14,2,False,2948
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,68.0,46.0,3.5,1.0,japanese,116,81A,2020-10-13,1,False,3100
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,38.0,46.0,3.5,1.0,japanese,155,81A,2021-02-08,4,True,3218
4092016161,Inspection,Naterra McQueen,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,73.0,46.0,3.5,1.0,japanese,151,81A,2021-07-19,1,False,3379
4092016438,Inspection,Pamela Scott,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,78.0,82.0,4.0,1.0,fast food,112,81A,2016-08-25,1,False,1182
4092016438,Inspection,Pamela Scott,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,81.0,82.0,4.0,1.0,fast food,138,81A,2017-06-19,1,False,1480
4092016438,Inspection,Pamela Scott,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,21.0,82.0,4.0,1.0,fast food,94,81A,2018-01-05,1,False,1680
4092016438,Inspection,Melodee Johnson,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,65.0,82.0,4.0,1.0,fast food,127,81A,2018-11-06,1,False,1985
4092016438,Inspection,Melodee Johnson,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,81.0,82.0,4.0,1.0,fast food,169,81A,2019-07-02,1,False,2223
4092016438,Inspection,Zachary Carter,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,56.0,82.0,4.0,1.0,fast food,114,25E,2020-05-08,1,False,2534
4092016438,Inspection,Melodee Johnson,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,53.0,82.0,4.0,1.0,fast food,142,81A,2020-12-14,1,False,2754
4092016438,Inspection,Melodee Johnson,pdq wake forest,wake forest,27587,28.0,-78.54504471,35.96485726,79.0,82.0,4.0,1.0,fast food,139,81A,2021-07-21,3,True,2973
4092017180,Inspection,Karla Crowder,bond brothers beer company,cary,27511,5.0,-78.77802091,35.78798563,80.0,179.0,4.0,2.0,beer gardens,133,81A,2016-07-12,2,False,123
4092017180,Inspection,Joshua Volkan,bond brothers beer company,cary,27511,5.0,-78.77802091,35.78798563,72.0,179.0,4.0,2.0,beer gardens,164,25E,2018-06-07,1,False,818
4092017180,Inspection,Joshua Volkan,bond brothers beer company,cary,27511,5.0,-78.77802091,35.78798563,51.0,179.0,4.0,2.0,beer gardens,113,81A,2019-02-25,0,False,1081
4092017178,Inspection,Jennifer Edwards,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,45.0,220.0,4.5,2.0,juice bars & smoothies,156,81A,2016-03-21,1,False,7
4092017178,Inspection,Christy Klaus,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,52.0,220.0,4.5,2.0,juice bars & smoothies,115,81A,2016-11-10,4,True,241
4092017178,Inspection,Christy Klaus,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,63.0,220.0,4.5,2.0,juice bars & smoothies,155,81A,2017-04-06,2,False,388
4092017178,Inspection,Jason Dunn,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,62.0,220.0,4.5,2.0,juice bars & smoothies,148,81A,2017-11-06,1,False,602
4092017178,Inspection,Jason Dunn,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,79.0,220.0,4.5,2.0,juice bars & smoothies,164,81A,2018-06-01,0,False,809
4092017178,Inspection,Karla Crowder,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,59.0,220.0,4.5,2.0,juice bars & smoothies,152,54D,2019-03-14,5,True,1095
4092017178,Inspection,Zachary Carter,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,49.0,220.0,4.5,2.0,juice bars & smoothies,124,81A,2020-02-18,6,True,1436
4092017178,Inspection,Zachary Carter,raleigh raw,raleigh,27601,39.0,-78.63957991,35.77810063,66.0,220.0,4.5,2.0,juice bars & smoothies,189,81A,2021-03-31,1,False,1843
4092018368,Inspection,Joshua Volkan,d's bottle shop,raleigh,27614,40.0,-78.55981965,35.9407555,81.0,21.0,4.5,2.0,"beer, wine & spirits",118,81A,2020-06-22,1,False,33
4092018368,Inspection,Melodee Johnson,d's bottle shop,raleigh,27614,40.0,-78.55981965,35.9407555,40.0,21.0,4.5,2.0,"beer, wine & spirits",131,81A,2020-12-17,0,False,211
4092016771,Inspection,Jennifer Edwards,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,59.0,101.0,4.5,2.0,sandwiches,144,35F,2016-02-01,4,True,489
4092016771,Inspection,Jason Dunn,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,37.0,101.0,4.5,2.0,sandwiches,133,25E,2016-12-09,2,False,801
4092016771,Inspection,Jason Dunn,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,65.0,101.0,4.5,2.0,sandwiches,114,81A,2017-09-07,2,False,1073
4092016771,Inspection,Jason Dunn,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,45.0,101.0,4.5,2.0,sandwiches,130,81A,2018-02-19,0,False,1238
4092016771,Inspection,Nicole Millard,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,71.0,101.0,4.5,2.0,sandwiches,142,81A,2019-04-25,1,False,1668
4092016771,Inspection,Zachary Carter,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,63.0,101.0,4.5,2.0,sandwiches,98,80B,2020-03-11,3,True,1989
4092016771,Re-Inspection,Zachary Carter,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,61.0,101.0,4.5,2.0,sandwiches,115,25E,2020-03-12,1,False,1990
4092016771,Inspection,Zachary Carter,linus & pepper's,raleigh,27601,4827.0,-78.64041384,35.77862242,70.0,101.0,4.5,2.0,sandwiches,139,81A,2021-06-02,0,False,2437
4092018483,Inspection,Joshua Volkan,lonerider at five points,raleigh,27608,166.0,-78.64536523,35.80340045,37.0,12.0,4.0,-1.0,breweries,143,81A,2020-12-09,5,True,29
4092018483,Inspection,Joshua Volkan,lonerider at five points,raleigh,27608,166.0,-78.64536523,35.80340045,81.0,12.0,4.0,-1.0,breweries,176,81A,2021-06-30,4,True,232
4092017193,Inspection,James Smith,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,80.0,28.0,4.0,2.0,"beer, wine & spirits",165,81A,2016-06-03,0,False,59
4092017193,Inspection,Daryl Beasley,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,67.0,28.0,4.0,2.0,"beer, wine & spirits",173,81A,2017-05-04,0,False,394
4092017193,Inspection,Jordan Jernigan,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,82.0,28.0,4.0,2.0,"beer, wine & spirits",129,35F,2017-08-16,0,False,498
4092017193,Inspection,Lucy Schrum,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,80.0,28.0,4.0,2.0,"beer, wine & spirits",144,81A,2019-08-20,3,True,1232
4092017193,Inspection,Patricia Sabby,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,78.0,28.0,4.0,2.0,"beer, wine & spirits",112,81A,2020-08-31,2,False,1609
4092017193,Inspection,Patricia Sabby,crafty beer shop,raleigh,27615,510.0,-78.62166097,35.89510574,78.0,28.0,4.0,2.0,"beer, wine & spirits",159,81A,2021-07-22,1,False,1934
4092018287,Inspection,Joshua Volkan,zanyu asian noodles,raleigh,27615,170.0,-78.62166097,35.89510574,62.0,174.0,4.5,2.0,noodles,133,81A,2020-05-05,1,False,119
4092018287,Inspection,Patricia Sabby,zanyu asian noodles,raleigh,27615,170.0,-78.62166097,35.89510574,64.0,174.0,4.5,2.0,noodles,117,25E,2020-10-20,1,False,287
4092018287,Inspection,Patricia Sabby,zanyu asian noodles,raleigh,27615,170.0,-78.62166097,35.89510574,47.0,174.0,4.5,2.0,noodles,131,81A,2021-02-10,1,False,400
4092018287,Inspection,Patricia Sabby,zanyu asian noodles,raleigh,27615,170.0,-78.62166097,35.89510574,77.0,174.0,4.5,2.0,noodles,122,81A,2021-07-09,3,True,549
4092018287,Inspection,Patricia Sabby,zanyu asian noodles,raleigh,27615,170.0,-78.62166097,35.89510574,60.0,174.0,4.5,2.0,noodles,144,25E,2021-10-20,6,True,652
4092016702,Inspection,Johanna Hill,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,66.0,13.0,1.5,2.0,chinese,156,81A,2016-03-24,3,True,666
4092016702,Inspection,Johanna Hill,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,79.0,13.0,1.5,2.0,chinese,146,81A,2016-08-08,2,False,803
4092016702,Inspection,Daryl Beasley,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,47.0,13.0,1.5,2.0,chinese,125,81A,2017-03-06,2,False,1013
4092016702,Re-Inspection,Daryl Beasley,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,67.0,13.0,1.5,2.0,chinese,173,81A,2017-05-04,2,False,1072
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,65.0,13.0,1.5,2.0,chinese,152,25E,2017-10-24,8,True,1245
4092016702,Re-Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,41.0,13.0,1.5,2.0,chinese,124,80B,2017-11-20,4,True,1272
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,45.0,13.0,1.5,2.0,chinese,130,81A,2018-02-19,6,True,1363
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,81.0,13.0,1.5,2.0,chinese,167,81A,2018-07-05,14,True,1499
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,52.0,13.0,1.5,2.0,chinese,152,81A,2019-01-02,7,True,1680
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,65.0,13.0,1.5,2.0,chinese,152,81A,2019-04-15,9,True,1783
4092016702,Inspection,Lauren Harden,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,79.0,13.0,1.5,2.0,chinese,153,35F,2019-08-07,4,True,1897
4092016702,Inspection,Lauren Harden,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,69.0,13.0,1.5,2.0,chinese,164,81A,2019-12-30,3,True,2042
4092016702,Inspection,Lauren Harden,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,52.0,13.0,1.5,2.0,chinese,78,81A,2020-04-15,4,True,2149
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,65.0,13.0,1.5,2.0,chinese,129,81A,2020-10-16,5,True,2333
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,36.0,13.0,1.5,2.0,chinese,106,81A,2021-02-18,6,True,2458
4092016702,Inspection,Lucy Schrum,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,72.0,13.0,1.5,2.0,chinese,143,81A,2021-06-03,7,True,2563
4092016702,Inspection,Nikia Lawrence,china wok,raleigh,27616,580.0,-78.54049905,35.87559319,78.0,13.0,1.5,2.0,chinese,161,81A,2021-09-14,6,True,2666
4092018657,Inspection,Meghan Scott,coffee & crepes,cary,27511,190.0,-78.73871452,35.76064286,82.0,336.0,4.0,1.0,creperies,135,81A,2021-08-31,4,True,70
4092018430,Inspection,Zachary Carter,dogwood bar & eatery,raleigh,27603,529.0,-78.64681795,35.78777191,31.0,56.0,2.0,2.0,cocktail bars,125,81A,2021-01-29,0,False,150
4092018430,Inspection,Zachary Carter,dogwood bar & eatery,raleigh,27603,529.0,-78.64681795,35.78777191,76.0,56.0,2.0,2.0,cocktail bars,117,81A,2021-09-17,0,False,381
4092015464,Inspection,David Adcock,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,59.0,3.0,2.0,-1.0,skating rinks,119,81A,2016-02-04,1,False,2337
4092015464,Inspection,Angela Myers,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,80.0,3.0,2.0,-1.0,skating rinks,133,81A,2016-07-12,2,False,2496
4092015464,Inspection,Karla Crowder,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,80.0,3.0,2.0,-1.0,skating rinks,154,81A,2017-07-26,3,True,2875
4092015464,Inspection,John Wulffert,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,82.0,3.0,2.0,-1.0,skating rinks,157,81A,2018-06-22,2,False,3206
4092015464,Inspection,Angela Myers,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,53.0,3.0,2.0,-1.0,skating rinks,142,81A,2018-11-20,1,False,3357
4092015464,Inspection,Angela Myers,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,78.0,3.0,2.0,-1.0,skating rinks,158,81A,2019-06-26,3,True,3575
4092015464,Inspection,Angela Myers,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,44.0,3.0,2.0,-1.0,skating rinks,133,81A,2019-12-23,2,False,3755
4092015464,Inspection,Angela Myers,polar ice house,raleigh,27606,289.0,-78.74547814,35.76540093,67.0,3.0,2.0,-1.0,skating rinks,138,81A,2021-10-01,1,False,4403
4092018638,Inspection,Zachary Carter,hibachi japan,wake forest,27587,4505.0,-78.53734624,35.9524773,69.0,26.0,3.0,1.0,japanese,142,81A,2021-06-24,2,False,23
4092018638,Inspection,Melodee Johnson,hibachi japan,wake forest,27587,4505.0,-78.53734624,35.9524773,73.0,26.0,3.0,1.0,japanese,126,81A,2021-09-09,2,False,100
4092018512,Inspection,James Smith,poke bros,raleigh,27617,561.0,-78.77695631,35.91424375,38.0,63.0,4.0,-1.0,poke,128,81A,2021-02-04,4,True,36
4092018512,Inspection,Samatha Sparano,poke bros,raleigh,27617,561.0,-78.77695631,35.91424375,79.0,63.0,4.0,-1.0,poke,163,81A,2021-07-14,2,False,196
4092018512,Inspection,Samatha Sparano,poke bros,raleigh,27617,561.0,-78.77695631,35.91424375,70.0,63.0,4.0,-1.0,poke,164,35F,2021-10-08,3,True,282
4092017330,Inspection,Pamela Scott,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,69.0,67.0,4.0,2.0,amusement parks,148,81A,2016-10-07,1,False,18
4092017330,Inspection,Pamela Scott,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,68.0,67.0,4.0,2.0,amusement parks,130,81A,2017-05-25,2,False,248
4092017330,Inspection,Pamela Scott,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,73.0,67.0,4.0,2.0,amusement parks,163,81A,2017-09-19,1,False,365
4092017330,Inspection,Maria Powell,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,58.0,67.0,4.0,2.0,amusement parks,130,81A,2018-04-18,3,True,576
4092017330,Inspection,Melodee Johnson,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,52.0,67.0,4.0,2.0,amusement parks,123,35F,2018-10-19,3,True,760
4092017330,Inspection,Melodee Johnson,galaxy fun park,raleigh,27614,1043.0,-78.54362008,35.94386602,38.0,67.0,4.0,2.0,amusement parks,119,81A,2019-04-02,2,False,925
