HSISID,TYPE,INSPECTOR,NAME,CITY,POSTALCODE,PERMITID,lon,lat,TAVG,review_count,rating,price,category_title,crime_count,frequent_crime_code,INSPECTDATE,CRITICAL,HAS CRITICAL,DAYS OPEN SINCE INSPECTION
4092017542,Inspection,Anne-Kathrin Bartoli,american deli,raleigh,27610,33.0,-78.61376,35.75438832,53.0,10.0,3.5,1.0,chicken wings,133,81A,2017-04-07,4,True,37
4092017542,Inspection,Laura McNeill,american deli,raleigh,27610,33.0,-78.61376,35.75438832,45.0,10.0,3.5,1.0,chicken wings,116,81A,2017-11-08,4,True,252
4092017542,Inspection,Laura McNeill,american deli,raleigh,27610,33.0,-78.61376,35.75438832,42.0,10.0,3.5,1.0,chicken wings,134,81A,2018-03-23,3,True,387
4092017542,Inspection,Laura McNeill,american deli,raleigh,27610,33.0,-78.61376,35.75438832,81.0,10.0,3.5,1.0,chicken wings,138,81A,2018-09-07,2,False,555
4092017542,Inspection,Joanne Rutkofske,american deli,raleigh,27610,33.0,-78.61376,35.75438832,60.0,10.0,3.5,1.0,chicken wings,147,81A,2019-04-04,2,False,764
4092017542,Inspection,Naterra McQueen,american deli,raleigh,27610,33.0,-78.61376,35.75438832,71.0,10.0,3.5,1.0,chicken wings,132,81A,2019-10-07,2,False,950
4092017542,Inspection,Naterra McQueen,american deli,raleigh,27610,33.0,-78.61376,35.75438832,61.0,10.0,3.5,1.0,chicken wings,117,81A,2020-05-19,6,True,1175
4092017542,Inspection,Nicole Millard,american deli,raleigh,27610,33.0,-78.61376,35.75438832,64.0,10.0,3.5,1.0,chicken wings,146,80B,2020-10-09,4,True,1318
4092017542,Inspection,Nicole Millard,american deli,raleigh,27610,33.0,-78.61376,35.75438832,60.0,10.0,3.5,1.0,chicken wings,123,81A,2021-03-24,3,True,1484
4092017542,Inspection,David Adcock,american deli,raleigh,27610,33.0,-78.61376,35.75438832,74.0,10.0,3.5,1.0,chicken wings,140,81A,2021-07-20,1,False,1602
4092018593,Inspection,Zachary Carter,wendy's,cary,27513,25.0,-78.76795619,35.83059406,70.0,28.0,1.5,1.0,fast food,146,81A,2021-05-20,1,False,57
4092017191,Inspection,Angela Myers,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,72.0,125.0,3.5,2.0,asian fusion,152,25E,2016-05-02,5,True,32
4092017191,Inspection,Joshua Volkan,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,67.0,125.0,3.5,2.0,asian fusion,173,81A,2017-05-04,2,False,399
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,82.0,125.0,3.5,2.0,asian fusion,133,81A,2017-07-28,2,False,484
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,20.0,125.0,3.5,2.0,asian fusion,140,80B,2018-01-02,2,False,642
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,57.0,125.0,3.5,2.0,asian fusion,159,81A,2018-04-16,2,False,746
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,78.0,125.0,3.5,2.0,asian fusion,135,81A,2018-08-22,1,False,874
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,48.0,125.0,3.5,2.0,asian fusion,145,81A,2018-12-04,3,True,978
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,62.0,125.0,3.5,2.0,asian fusion,132,81A,2019-04-29,2,False,1124
4092017191,Inspection,Brittny Thomas,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,78.0,125.0,3.5,2.0,asian fusion,124,81A,2019-09-16,4,True,1264
4092017191,Inspection,Loc Nguyen,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,39.0,125.0,3.5,2.0,asian fusion,138,81A,2020-01-29,4,True,1399
4092017191,Inspection,Patricia Sabby,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,62.0,125.0,3.5,2.0,asian fusion,101,81A,2020-09-30,4,True,1644
4092017191,Inspection,Samatha Sparano,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,36.0,125.0,3.5,2.0,asian fusion,106,81A,2021-02-18,5,True,1785
4092017191,Inspection,Samatha Sparano,tamarind,raleigh,27617,344.0,-78.78606215,35.90557616,78.0,125.0,3.5,2.0,asian fusion,156,81A,2021-08-02,6,True,1950
4092017849,Inspection,Daryl Beasley,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,81.0,180.0,3.5,3.0,fondue,125,81A,2018-08-07,1,False,85
4092017849,Inspection,Daryl Beasley,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,51.0,180.0,3.5,3.0,fondue,118,25E,2019-03-26,2,False,316
4092017849,Inspection,Patricia Sabby,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,80.0,180.0,3.5,3.0,fondue,128,25E,2019-09-28,3,True,502
4092017849,Inspection,Patricia Sabby,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,42.0,180.0,3.5,3.0,fondue,135,81A,2020-01-30,2,False,626
4092017849,Inspection,Patricia Sabby,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,63.0,180.0,3.5,3.0,fondue,111,81A,2020-09-24,5,True,864
4092017849,Inspection,Dipatrimarki Farkas,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,45.0,180.0,3.5,3.0,fondue,130,81A,2021-01-14,2,False,976
4092017849,Inspection,Dipatrimarki Farkas,the melting pot,raleigh,27609,50.0,-78.62038753,35.82333592,81.0,180.0,3.5,3.0,fondue,169,81A,2021-07-26,2,False,1169
4092016152,Inspection,Laura McNeill,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,39.0,2.0,3.0,-1.0,breakfast & brunch,128,54D,2016-02-19,3,True,1471
4092016152,Inspection,Caroline Suggs,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,73.0,2.0,3.0,-1.0,breakfast & brunch,129,81A,2016-09-27,0,False,1692
4092016152,Inspection,Caroline Suggs,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,67.0,2.0,3.0,-1.0,breakfast & brunch,129,81A,2017-03-31,0,False,1877
4092016152,Inspection,Shakera Robbins,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,74.0,2.0,3.0,-1.0,breakfast & brunch,139,35H,2017-09-14,1,False,2044
4092016152,Inspection,Shakera Robbins,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,68.0,2.0,3.0,-1.0,breakfast & brunch,153,81A,2018-02-22,2,False,2205
4092016152,Inspection,Meghan Scott,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,78.0,2.0,3.0,-1.0,breakfast & brunch,142,81A,2018-09-18,2,False,2413
4092016152,Inspection,Meghan Scott,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,50.0,2.0,3.0,-1.0,breakfast & brunch,154,81A,2019-03-12,4,True,2588
4092016152,Inspection,Joanne Rutkofske,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,64.0,2.0,3.0,-1.0,breakfast & brunch,163,25E,2019-09-20,4,True,2780
4092016152,Inspection,Joanne Rutkofske,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,65.0,2.0,3.0,-1.0,breakfast & brunch,152,81A,2020-01-14,4,True,2896
4092016152,Inspection,Joanne Rutkofske,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,81.0,2.0,3.0,-1.0,breakfast & brunch,142,81A,2020-08-27,4,True,3122
4092016152,Inspection,Joanne Rutkofske,clark dining hall,raleigh,27695,374.0,-78.67872874,35.78448278,82.0,2.0,3.0,-1.0,breakfast & brunch,123,81A,2021-08-26,1,False,3486
4092016487,Inspection,Angela Myers,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,51.0,63.0,3.5,1.0,chinese,130,81A,2016-02-25,5,True,925
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,77.0,63.0,3.5,1.0,chinese,131,81A,2016-09-13,2,False,1126
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,40.0,63.0,3.5,1.0,chinese,134,35F,2017-01-30,1,False,1265
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,68.0,63.0,3.5,1.0,chinese,130,81A,2017-05-25,0,False,1380
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,68.0,63.0,3.5,1.0,chinese,149,81A,2017-10-05,4,True,1513
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,28.0,63.0,3.5,1.0,chinese,139,81A,2018-01-08,6,True,1608
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,71.0,63.0,3.5,1.0,chinese,142,81A,2018-05-03,1,False,1723
4092016487,Inspection,Jessica Andrews,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,49.0,63.0,3.5,1.0,chinese,154,25E,2018-12-17,3,True,1951
4092016487,Inspection,Joshua Volkan,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,59.0,63.0,3.5,1.0,chinese,150,54D,2019-04-05,3,True,2060
4092016487,Inspection,Naterra McQueen,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,82.0,63.0,3.5,1.0,chinese,148,81A,2019-09-12,1,False,2220
4092016487,Inspection,Ursula Gadomski,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,56.0,63.0,3.5,1.0,chinese,149,81A,2020-02-03,1,False,2364
4092016487,Inspection,Ursula Gadomski,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,79.0,63.0,3.5,1.0,chinese,145,81A,2020-06-24,1,False,2506
4092016487,Inspection,Ursula Gadomski,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,48.0,63.0,3.5,1.0,chinese,126,35F,2020-11-17,2,False,2652
4092016487,Inspection,Ursula Gadomski,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,60.0,63.0,3.5,1.0,chinese,109,81A,2021-04-05,2,False,2791
4092016487,Inspection,Ursula Gadomski,peace china,raleigh,27613,42.0,-78.72593809,35.90878313,78.0,63.0,3.5,1.0,chinese,156,81A,2021-08-02,0,False,2910
4092016161,Inspection,Caroline Suggs,hibachi 88,raleigh,27610,4.0,-78.57953261,35.76724571,47.0,46.0,3.5,1.0,japanese,143,81A,2016-02-17,2,False,1400
