OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1891530,4092016487,PEACE CHINA,13220 Strickland  RD ,RALEIGH,27613,+19196769968,2013-08-14,2,-78.72593809,35.90878313,M
1891531,4092018622,Northside Bistro & Cocktails ,832 SPRING FOREST RD ,RALEIGH,27609,+19198905225,2021-05-13,22,-78.62263526,35.8662752,M
1891532,4092016155,DAILY PLANET CAFE,11   W JONES ST ,RALEIGH,27601,+19197078060,2012-04-12,26,-78.63943083,35.78220511,M
1891533,4092016161,HIBACHI 88,3416 POOLE RD ,RALEIGH,27610,+19192311688,2012-04-18,28,-78.57953261,35.76724571,M
1891534,4092017180,BOND BROTHERS BEER COMPANY,202 E CEDAR ST ,CARY,27511,+19194592670,2016-03-11,29,-78.77802091,35.78798563,M
1891535,4092018352,Prime Barbeque,403 KNIGHTDALE STATION RUN,KNIGHTDALE,27545,+19193738076,2020-04-22,30,-78.47356613,35.79722482,M
1891536,4092017187,THE 19TH HOLE,1527 TRYON RD ,RALEIGH,27603,+19197729987,2016-04-01,34,-78.66755526,35.73521897,M
1891537,4092017181,COSTCO WHOLESALE #1206 FOOD COURT,1021 PINE PLAZA DR ,APEX,27523,+19193316035,2016-03-14,38,-78.82726689,35.7464159,M
1891538,4092017178,RALEIGH RAW,7 W HARGETT ST ,RALEIGH,27601,+19194000944,2016-03-14,39,-78.63957991,35.77810063,M
1891539,4092018368,D's Bottle Shop,13200 Falls of Neuse RD ,RALEIGH,27614,+19194357034,2020-05-20,40,-78.55981965,35.9407555,M
1891540,4092017539,HAMPTON INN RALEIGH/CARY BREAKFAST,201 ASHVILLE AVE ,CARY,27518,+19198595559,2017-02-28,42,-78.78426862,35.73925014,M
1891542,4092016489,SONIC DRIVE IN #6020,1925 S MAIN ST ,WAKE FOREST,27587,+19195541209,2013-08-20,53,-78.52999701,35.94975468,M
1891544,4092018247,PIZZA HUT #2020,11010 LAKE GROVE  BLVD ,MORRISVILLE,27650,+19192340652,2019-12-03,56,-78.84707532,35.82315923,M
1891545,4092018593,Wendy's,1809 N HARRISON AVE ,CARY,27513,+19196770039,2021-03-24,57,-78.76795619,35.83059406,M
1891546,4092016438,PDQ WAKE FOREST,11690 NORTHPARK DR ,WAKE FOREST,27587,+19196484221,2013-05-31,60,-78.54504471,35.96485726,M
1891547,4092017336,GREENWAY BEER AND WINE,7530 RAMBLE WAY ,RALEIGH,27616,+19198036920,2016-09-27,64,-78.537511,35.87630713,M
1891548,4092017322,BADA BEAN COFFEE & THINGS,938 GATEWAY COMMONS CIR ,WAKE FOREST,27587,+19842354608,2016-09-16,82,-78.4951784,35.96732914,M
1891549,4092017179,DUCK DONUTS,8323 CREEDMOOR RD ,RALEIGH,27613,+19198478300,2016-03-08,99,-78.68223183,35.90105252,M
1891551,4092018647,Five Guys #0368,8107 Creedmoor RD ,RALEIGH,27613,+19198447057,2021-06-07,110,-78.68116797,35.89788799,M
1891552,4092017193,CRAFTY BEER SHOP,8450 HONEYCUTT RD ,RALEIGH,27615,+19197030874,2016-04-05,112,-78.62166097,35.89510574,M
1891553,4092018657,Coffee & Crepes,315 Crossroads BLVD ,CARY,27511,+19192330288,2021-06-22,120,-78.73871452,35.76064286,M
1891554,4092016255,BOTTLE MIXX,8111 CREEDMOOR RD ,RALEIGH,27613,+19196151703,2012-09-11,123,-78.68248786,35.89850336,M
1891555,4092016264,THE YARD HOUSE #41,4208 SIX FORKS  RD ,RALEIGH,27609,+19198812590,2012-09-21,126,-78.63994726,35.83691426,M
1891556,4092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,RALEIGH,27606,+19198586501,2015-04-08,133,-78.68893912,35.78436913,M
1891557,4092016164,RUCKUS PIZZA PASTA & SPIRITS #3,1101 MARKET CENTER  DR ,MORRISVILLE,27560,+19193883500,2012-04-19,135,-78.81676023,35.80454378,M
1891560,4092018483,LoneRider at Five Points,1626 Glenwood Ave ,RALEIGH,27608,+19193222434,2020-11-10,154,-78.64536523,35.80340045,M
1891561,4092016771,Linus & Pepper's,126 S SALISBURY ST ,RALEIGH,27601,+19196492154,2014-09-30,182,-78.64041384,35.77862242,M
1891564,4092016265,ACRO CAFE,11 W JONES ST ,RALEIGH,27601,+19197337450,2012-09-14,196,-78.63943083,35.78220511,M
1891565,4092014520,El Tapatio #4,4511 New Bern AVE,RALEIGH,27610,+19192559161,2006-03-09,204,-78.55938498,35.79875761,M
1891566,4092018700,Chick-fil-A #01488,220 SHENSTONE BLVD,GARNER,27529,nan,2021-08-28,205,-78.58261702,35.69212111,M
1891567,4092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,CARY,27519,+19193712693,2014-11-13,206,-78.88824644,35.84415135,M
1891568,4092015101,Michelangelos,7280 GB Alford  HWY ,HOLLY SPRINGS,27540,+19195574992,2008-03-26,224,-78.83292783,35.63500069,M
1891569,4092018715,Foundation Senior Living Food Service,1437 Aversboro RD ,GARNER,27529,+19196242564,2021-09-13,228,-78.61572011,35.69056999,M
1891572,4092015443,MoonRunners Saloon,1506 US 70 HWY W ,GARNER,27529,+19196625119,2009-08-12,238,-78.64623771,35.72377782,M
1891574,4092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,CARY,27513,+19195318651,2011-03-16,247,-78.75122071,35.81750425,M
1891575,4092018634,Ish Deli,702 N PERSON ST,RALEIGH,27604,+19198107451,2021-06-01,260,-78.63408794,35.78910376,M
1891580,4092017901,Vaishno Bhog,810 E Chatham ST ,CARY,27560,+19196783172,2018-07-11,282,-78.76305622,35.79140272,M
1891581,4092015915,SUBWAY #50592,601 N MAIN ST ,HOLLY SPRINGS,27545,+19195574411,2011-03-17,290,-78.83661982,35.66097455,M
1891582,4092016809,NIGHT KITCHEN BAKERY,10 W. FRANKLIN STREET,RALEIGH,27604,+19842328907,2014-11-10,292,-78.64011364,35.78945486,M
1891583,4092015470,TIJUANA FLATS #138,1310 E MILLBROOK RD ,RALEIGH,27609,+19197906409,2009-09-04,293,-78.61557526,35.84978294,M
1891584,4092017191,TAMARIND,8531-109 BRIER CREEK PKY ,RALEIGH,27617,+19194063473,2016-03-31,19,-78.78606215,35.90557616,M
1891585,4092017542,AMERICAN DELI,1601-11 CROSS LINK RD ,RALEIGH,27610,+19195165111,2017-03-01,33,-78.61376,35.75438832,M
1891586,4092018228,Hady International Food,717-199 E MARTIN ST ,RALEIGH,27610,+19197411111,2019-11-13,58,-78.62699406,35.77656647,M
1891587,4092015099,Subway #41217,8410-140 Louisburg RD ,RALEIGH,27616,+19192660300,2008-03-25,138,-78.51125194,35.89400635,M
1891588,4092018646,Five Guys #1797,1075 Pine Plaza BLVD ,APEX,27523,+19196160011,2021-06-07,139,-78.82917015,35.7478436,M
1891590,4092018719,Union Special Downtown,401 FAYETTEVILLE ST,RALEIGH,27601,+19842003094,2021-10-05,300,-78.63909101,35.77542096,M
1891591,4092017541,RISE BISCUITS & DONUTS,169 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195867343,2017-03-03,309,-78.84948074,35.66266499,M
1891592,4092018626,Empanadas & More,2107 Grace Park  DR ,RALEIGH,27560,+19195358080,2021-05-10,305,-78.84717028,35.82193112,M
1891595,4092016152,CLARK DINING HALL,221 JENSEN  DR ,RALEIGH,27695,+19195134680,2012-02-09,326,-78.67872874,35.78448278,M
1891596,4092018422,Moe's Southwest Grill #283,10760 WAKEFIELD COMMONS DR,RALEIGH,27614,+19195703222,2020-08-19,338,-78.5408878,35.94279833,M
1891597,4092018645,Five Guys #1710,1121 Parkside Main ST ,CARY,27519,+19193800450,2021-06-07,345,-78.88929435,35.84836238,M
1891598,4092015321,SUBWAY #12460,706 W PEACE ST ,RALEIGH,27605,+19198340605,2009-01-12,358,-78.64931864,35.78886208,M
1891599,4092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,CARY,27511,+19193778244,2017-02-21,359,-78.77734174,35.78786553,M
1891600,4092018307,Szechuan Mansion Restaurant,1353 KILDAIRE FARM RD,CARY,27511,+19198001802,2020-01-27,363,-78.78193974,35.75976658,M
1891601,4092018254,Teriyaki Madness,160 SHENSTONE BLVD,GARNER,27529,nan,2019-12-02,364,-78.58054205,35.69110315,M
1891603,4092017849,The Melting Pot,3100 Wake Forest RD ,RALEIGH,27609-7846,+19198780477,2018-05-14,368,-78.62038753,35.82333592,M
1891605,4092016286,CHECKERS PIZZA,2810 HILLSBOROUGH ST ,RALEIGH,27607,+19198326522,2012-11-01,378,-78.67445032,35.78959693,M
1891608,4092017192,STARBUCKS #19453,185 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195573246,2016-04-05,399,-78.84948074,35.66266499,M
1891611,4092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD ,CARY,27518,+19198525857,2017-08-25,416,-78.7615544,35.74559939,M
1891614,4092018671,Burger King #11244,2791 NC 55 HWY ,CARY,27511,+19193870071,2021-07-02,421,-78.87169627,35.78608086,M
1891615,4092018512,Poke Bros,7870 Alexander Promenade PL ,RALEIGH,27617,+19197972322,2020-12-30,430,-78.77695631,35.91424375,M
1891616,4092014473,Mackey's Pub,2101 S Main  ST ,WAKE FOREST ,27587,+19195625570,2006-01-20,434,-78.53310077,35.94802112,M
1891625,4092016797,HYATT HOUSE FOOD SERVICE,10962 CHAPEL HILL RD ,MORRISVILLE,27560,+19193885355,2014-11-12,464,-78.84052711,35.85506763,M
1891627,4092017900,The Arbor @ Morgan Street Food Hall,411 W Morgan ST ,RALEIGH,27603,+19198342720,2018-07-25,469,-78.6456917,35.77945516,M
1891628,4092017186,STARBUCKS #25115,180 CABELA DR ,GARNER,27529,+19198195059,2016-03-29,470,-78.58356211,35.69799194,M
1891629,4092017895,Anjappar,101 Ledgestone WAY ,CARY,27519,nan,2018-07-26,475,-78.84803797000001,35.79230683,M
1891630,4092018627,Kazu Hibachi,8111 Creedmioor  RD ,RALEIGH,27613,+19199778999,2021-05-11,485,-78.68248786,35.89850336,M
1891633,4092016702,China Wok,7440-143 Louisburg RD ,RALEIGH,27616,+19198629898,2014-05-28,508,-78.54049905,35.87559319,M
1891636,4092015474,BISCUITVILLE #184,4305 FAYETTEVILLE RD ,RALEIGH,27603,+19198038112,2009-09-24,525,-78.65307339,35.72039578,M
1891637,4092016083,NEW RAINBOW CHINESE RESTAURANT,3427 N Main ST ,FUQUAY-VARINA,27526,+19195678272,2012-01-31,527,-78.7258865,35.62516136,M
1891639,4092016169,NET APP CAFE BLDG3,7301 KIT CREEK RD ,MORRISVILLE,27560,+19194765671,2012-04-20,535,-78.88578455,35.85727617,M
1891641,4092017898,Zebulon Country Club,2424 Pearces RD ,ZEBULON,27597,+19192698311,2018-08-09,561,-78.30935806,35.89131767,M
1891642,4092016699,Sukhadia's Indian Cuisine,6715 Hillsborough Street,RALEIGH,27606,+19193891200,2014-05-30,565,-78.7439181,35.78820637,M
1891644,4092017894,Which Wich #670,7202 Knightdale BLVD ,KNIGHTDALE,27545,+19193738883,2018-07-26,580,-78.48704631,35.79788571,M
1891646,4092016118,TENKO JAPAN,6325 FALLS OF NEUSE  RD ,RALEIGH,27615,+19198764545,2012-03-01,588,-78.62251606,35.86922851,M
1891647,4092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,CARY,27519,+19193889977,2011-05-18,589,-78.84859346,35.79156535,M
1891648,4092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,RALEIGH,27614,+19195540508,2010-01-05,596,-78.55981965,35.9407555,M
1891650,4092018638,Hibachi Japan,11216 CAPITAL BLVD ,WAKE FOREST,27587,+19195568882,2021-06-01,603,-78.53734624,35.9524773,M
1891651,4092018378,Pleasant Grove Church,1528 Davis DR ,CARY,27519,+19193635198,2020-05-29,609,-78.84348956,35.76990031,M
1891652,4092017534,YUMMY HIBACHI,"7110 KNIGHTDALE BLVD, STE P",KNIGHTDALE,27545,+19193730325,2017-03-09,612,-78.4899936,35.79638702,M
1891654,4092017188,CHAMPA THAI & SUSHI,8521 BRIER CREEK  PKY ,RALEIGH,27617,+19198060078,2016-03-31,638,-78.78334742,35.90685073,M
1891655,4092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,RALEIGH,27607,+19193225990,2013-05-31,646,-78.692995,35.81676997,M
1891656,4092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,CARY,27518,+19198517777,2019-12-03,657,-78.78068669,35.73567522,M
1891657,4092017798,SKY ZONE,2101  Westinghouse Blvd.,RALEIGH,27604,+19199484450,2018-03-02,661,-78.59593599,35.80806334,M
1891658,4092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,RALEIGH,27614,+19198484161,2017-09-29,662,-78.54123068,35.94195641,M
1891659,4092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,RALEIGH,27601,+19198327614,2014-04-15,667,-78.63784658,35.77659846,M
1891660,4092014554,KFC #J120103,1403 W Williams ST,APEX,27502,+19193037997,2006-04-25,672,-78.87726967,35.7501529,M
1891662,4092016683,ROLY POLY,4040 ED DR ,RALEIGH,27612,+19197850441,2014-05-13,675,-78.70319672,35.82518153,M
1891663,4092018251,Pizza Hut #036631,1805 Aversboro RD ,GARNER,27529,+19197799200,2019-12-03,676,-78.61707161,35.6858565,M
1891664,4092014980,Daly Cafe and Pub at Holiday Inn,930 Airport BLVD ,MORRISVILLE,27560,+19194651910,2007-10-17,684,-78.82187156,35.85658845,M
1891666,4092018513,Another Broken Egg,1211 MARKET CENTER  DR ,MORRISVILLE,27560,+19194651079,2020-12-29,692,-78.81477941,35.8080269,M
1891667,4092018656,Brookfields Indoor Golf & Lounge,1839 S Main ST ,WAKE FOREST,27587,+19842351722,2021-06-17,695,-78.52626448,35.95102854,M
1891669,4092015917,THAI CAFE #2,3309 ROGERS RD ,WAKE FOREST,27587,+19194531679,2011-03-23,702,-78.51539337,35.95073316,M
1891670,4092017327,Chipotle  #2822,1081 PINE PLAZA DR ,APEX,27502,+19193625435,2016-09-20,703,-78.82939266,35.74657076,M
1891671,4092018268,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD ,FUQUAY VARINA,27526,+19195579000,2019-12-13,708,-78.77411286,35.59000199,M
1891672,4092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,CARY,27513,+19194676318,2006-04-21,716,-78.78357999,35.80351274,M
1891673,4092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,CARY,27513,+19194813811,2009-12-31,719,-78.7805746,35.804703,M
1891674,4092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,RALEIGH,27612-2650,+19197837555,2013-04-04,736,-78.70313649,35.85876954,M
1891677,4092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,MORRISVILLE,27560,+19194682607,2014-09-11,744,-78.84697957,35.81858861,M
1891679,4092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,CARY,27511,+19194694245,2007-05-22,756,-78.7642317,35.78997989,M
1891680,4092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,MORRISVILLE,27560,+19194678860,2009-09-10,757,-78.82897679,35.81951783,M
1891681,4092016663,Bojangles #5,3301 S Wilmington ST ,RALEIGH,27603,+19197724512,2014-04-08,759,-78.64980268,35.73506324,M
1891682,4092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,RALEIGH,27607,+19198351626,2012-02-29,761,-78.68856288,35.79387274,M
1891686,4092016163,FLYING BURRITO,4800 GROVE BARTON RD ,RALEIGH,27613,+19197852734,2012-04-18,767,-78.71583123,35.87110639,M
1891688,4092017043,BALI-HAI,1571 US 70 HWY W ,GARNER,27529,+19842005100,2015-09-26,799,-78.64815188,35.72323377,M
1891689,4092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,ZEBULON,27597,+19194041218,2007-08-17,804,-78.32626437,35.8212487,M
1891690,4092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,RALEIGH,27615,+19198709230,2014-12-03,709,-78.62317377,35.87493875,M
1891691,4092018121,Chido Taco,2330 BALE ST,RALEIGH,27608,+19195941930,2019-06-27,807,-78.62748278,35.81292611,M
1891692,4092015471,CHICK-FIL-A #2181,801 VILLAGE WALK  DR ,HOLLY SPRING,27540,+19195670060,2009-09-02,819,-78.83457704,35.6392159,M
1891694,4092014558,KFC #J120095,4040 Capital BLVD,RALEIGH,27604,+19198725356,2006-04-24,843,-78.58107016,35.83615994,M
1891695,4092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195522237,2013-07-30,844,-78.84948074,35.66266499,M
1891696,4092018120,Marco's Pizza #8486,7500 RAMBLE WAY,RALEIGH,27616,+19198251812,2019-06-26,854,-78.537511,35.87630713,M
1891697,4092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,RALEIGH,27604,+19198781800,2020-08-30,860,-78.58256656,35.84852909,M
1891698,4092016475,SONIC #5864,109 JONES FRANKLIN RD ,RALEIGH,27606,+19198544602,2013-09-09,868,-78.72125905,35.78415702,M
1891699,4092016685,DIM SUM HOUSE,100 JERUSALEM DR ,MORRISVILLE,27560,+19193803087,2014-05-19,871,-78.82707041,35.85102001,M
1891701,4092014667,Tangerine Cafe,2422 SW Cary PKY ,CARY,27513,+19194688688,2006-08-21,879,-78.82085718,35.76363975,M
1891702,4092017925,Dominos #8849,708 Slash Pine DR ,CARY,27519,+19194395859,2018-08-07,887,-78.90892711,35.83075427,M
1891703,4092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,APEX,27502,+19193626369,2007-04-05,888,-78.87317907,35.74519929,M
1891704,4092014551,KFC#J120119,3408 Poole RD,RALEIGH,27610,+19192122504,2006-04-24,890,-78.57981204,35.76819436,M
1891706,4092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,RALEIGH,27607,+19198289900,2015-10-22,892,-78.66354224,35.78687212,M
1891707,4092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,CARY,27513,+19199075617,2015-10-13,906,-78.79975563,35.83005175,M
1891708,4092017488,MI CANCUN,324 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195529979,2016-12-14,907,-78.8436742,35.66711942,M
1891709,4092016621,CAFE SOO,2815  BRENTWOOD RD ,RALEIGH,27604,+19198761969,2014-02-14,911,-78.59615202,35.81727946,M
1891710,4092016267,CHINA KING,313 CROSSROADS BLVD ,CARY,27518,+19192338385,2012-10-01,913,-78.73871452,35.76064286,M
1891711,4092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,MORRISVILLE,27560-9195,+19194600388,2010-04-19,919,-78.81924125,35.85853428,M
1891712,4092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,CARY,27513,+19196657587,2015-10-21,924,-78.81098892,35.78581105,M
1891716,4092014665,Zaxby's Restaurant,4150 FAYETTEVILLE RD,RALEIGH,27603-3606,+19196617772,2006-08-22,966,-78.65280432,35.72361266,M
1891717,4092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,CARY,27513,+19194600088,2013-12-19,967,-78.81098892,35.78581105,M
1891718,4092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,RALEIGH,27612,+19842025627,2015-10-09,731,-78.70556784,35.82545067,M
1891720,4092014480,Pruitt Health - Raleigh Dining,2420 Lake Wheeler RD,RALEIGH,27603,+19197550226,2006-01-10,983,-78.67644314,35.74808355,M
1891721,4092018250,Pizza Hut #036586,3691 New Bern AVE ,RALEIGH,27610,+19199008096,2019-12-03,984,-78.57923704,35.79885313,M
1891722,4092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,CARY,27511,+19193885885,2012-04-18,990,-78.78052303,35.78769406,M
1891724,4092014552,KFC #J120099,1599 US 70 HWY ,GARNER,27529,+19196621003,2006-04-21,758,-78.64871535,35.72515497,T
1891725,4092017228,Bogey's Bistro,2300 OLD MILBURNIE RD ,RALEIGH,27604-9778,+19194280938,2016-05-25,1006,-78.51131358,35.81858285,M
1891727,4092015421,QUALITY INN FOOD SERVICE,511 N JUDD PKY NE ,FUQUAY VARINA,27526,+19195572009,2009-06-16,1011,-78.78040573,35.59061253,M
1891728,4092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,RALEIGH,27604,+19198759092,2019-09-30,1017,-78.60179762,35.81684953,M
1891729,4092014754,Lam's Garden Restaurant,1100-113 Raleigh BLVD ,RALEIGH,27610,+19198282118,2006-12-22,816,-78.61277558,35.79430477,M
1891730,4092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,RALEIGH,27601,+19192273370,2013-08-20,1018,-78.63997557,35.77359698,M
1891734,4092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,RALEIGH,27612,+19197817599,2009-11-10,828,-78.70283224,35.85653115,M
1891735,4092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,FUQUAY VARINA,27526,nan,2014-02-28,1049,-78.76145615,35.59674702,M
1891736,4092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,RALEIGH,27607-3906,+19198324100,2013-08-05,1050,-78.70563279,35.80134843,M
1891737,4092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,RALEIGH,27612-3365,+19197817000,2013-10-03,1052,-78.67772751,35.84277362,M
1891738,4092016506,SONIC DRIVE IN #5735,304 S Main ST ,ROLESVILLE,27571,+19195625540,2013-09-11,1058,-78.46378987,35.9198667,M
1891740,4092016510,COURTYARD BISTRO,3401 SUMNER BLVD ,RALEIGH,27616,+19196450088,2013-09-19,1096,-78.58017989,35.86693412,M
1891741,4092014599,Poppy Seed Market,8801-107 Lead Mine RD ,RALEIGH,27615,+19198704997,2006-05-31,884,-78.65799167,35.90484309,M
1891743,4092018315,Irregardless cafe,901 W MORGAN ST ,RALEIGH,27603-1511,+19198338898,2020-02-06,1104,-78.65603068,35.78118378,M
1891744,4092017927,Showmars - Wake Forest,1009-128 Stadium DR ,WAKE FOREST,27587,+19195549608,2018-07-20,902,-78.52993342,35.99015656,M
1891745,4092017485,CITY MARKET SUSHI,315 BLAKE ST ,RALEIGH,27601,+19193221987,2016-12-01,1105,-78.63561219,35.77622916,M
1891746,4092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,GARNER,27529,+19197730061,2016-11-28,1106,-78.58765235,35.69782164,M
1891747,4092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,MORRISVILLE,27560,+19194692777,2015-12-19,1107,-78.84652326,35.82111262,M
1891748,4092018095,Walking Crab,1549 US 70 W ,GARNER,27529,+19199773515,2019-05-01,909,-78.64729883,35.72372411,M
1891749,4092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,RALEIGH,27695,+19195155132,2011-08-16,1109,-78.67967966,35.76286971,M
1891751,4092018401,Starbucks #55618,1268 W WILLIAMS ST,APEX,27502,+19195454787,2020-07-09,1116,-78.87327975,35.74703535,M
1891752,4092018387,Dunkin #358642,1500 DUNN RD,RALEIGH,27614,nan,2020-06-23,1120,-78.58619433,35.92539994,M
1891754,4092017590,MCDONALDS #2510,3710 WESTERN BLVD ,RALEIGH,27606,+19198337882,2017-05-03,1131,-78.68803643,35.78529365,M
1891755,4092017502,The Cardinal at North Hills Independent Living Clubhouse Kitchen,4030 Cardinal at North Hills ST ,RALEIGH,27609,+19842048444,2017-01-11,1097,0.0,0.0,U
1891756,4092014765,Randy's Pizza,4129 Davis DR ,MORRISVILLE,27560,+19194683737,2006-12-22,1140,-78.85811603,35.8356265,M
1891758,4092016293,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST ,RALEIGH,27603,+19198630091,2012-10-26,1149,-78.64828387,35.74994855,M
1891759,4092016619,SHEETZ #537,2408 DIXIE FOREST RD ,RALEIGH,27615,+19197907064,2014-02-14,1152,-78.5993676,35.86286629,M
1891760,4092018710,Zambrero #403,1151 PARKSIDE MAIN ST,CARY,27519,+19198632561,2021-09-21,1157,-78.88929435,35.84836238,M
1891761,4092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,RALEIGH,27606,+19192334144,2017-05-03,1159,-78.74074148,35.79000755,M
1891762,4092016965,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN ,RALEIGH,27617,+19194721000,2015-06-18,1160,-78.79032614,35.9166105,M
1891765,4092015638,BRUNO,11211  GALLERIA  AVE ,RALEIGH,27614,+19194356640,2010-05-26,1174,-78.54331441,35.94865826,M
1891767,4092018098,Jersey Mike's Sub #3189,166 Cabela DR ,GARNER,27529,nan,2019-04-11,1189,-78.58356211,35.69799194,M
1891768,4092018239,Mezeh Grill,2316 HILLSBOROUGH ST,RALEIGH,27607-7384,+19193863435,2019-11-22,1196,-78.66664805,35.78770631,M
1891769,4092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,RALEIGH,27614,+19195844000,2016-09-19,1198,-78.54362008,35.94386602,M
1891770,4092016961,TOWNPLACE SUITES CARY/WESTON PKWY.,120 SAGE COMMONS WAY ,CARY,27513,+19196780005,2015-06-24,1217,-78.80567494,35.82777675,M
1891772,4092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,WAKE FOREST,27587,+19196028011,2009-06-02,1235,-78.51539337,35.95073316,M
1891775,4092015574,THAI THAI CUISINE,108 OSTERVILLE  DR ,HOLLY SPRINGS,27540,+19193035700,2010-02-16,1241,-78.83224207,35.67779122,M
1891777,4092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,RALEIGH,27612,+19192394114,2014-08-12,1191,-78.70374515,35.85715323,M
1891778,4092015641,CHEF'S PALETTE,3460 TEN TEN RD ,CARY,27518,+19192676011,2010-06-02,1246,-78.79278417,35.70189107,M
1891779,4092018636,Sizzlin Stir Fry,8521 BRIER CREEK PKWY,RALEIGH,27617-7334,+19196666257,2021-06-01,1249,-78.78334742,35.90685073,M
1891780,4092017764,Country Inn & Suites Breakfast Area,201 Airgate DR,MORRISVILLE,27560,+19195441010,2018-01-12,1252,-78.81563537,35.86365032,M
1891781,4092016263,DICKEY'S BARBECUE PIT #413,6552 GLENWOOD  AVE ,RALEIGH,27612,+19194363995,2012-09-20,1256,-78.70609774,35.86074545,M
1891782,4092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,RALEIGH,27613,+19198484902,2008-03-28,1215,-78.67969753,35.88944343,M
1891783,4092018287,Zanyu Asian Noodles,8450 HONEYCUTT RD ,RALEIGH,27615,+19198031340,2020-01-07,1257,-78.62166097,35.89510574,M
1891784,4092018598,Cattails,1501 NC Hwy 39 ,Zebulon,27597,+19192692287,2021-03-30,1219,-78.26879316,35.81734961,M
1891786,4092017723,SUSHI THAI CARY,106 KILMAYNE DR ,CARY,27511-4465,+19194675747,2017-11-08,1280,-78.78304446,35.77049321,M
1891787,4092015601,STAMMTISCH CAFE,215 GREGSON DR ,CARY,27511,+19194616033,2010-03-26,1287,-78.80332985,35.73531293,M
1891788,4092018185,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,RALEIGH,27609,+19198769901,2019-09-25,1295,-78.61262519,35.84176217,M
1891789,4092015464,POLAR ICE HOUSE,1410 BUCK JONES RD ,RALEIGH,27606,+19194602756,2009-09-11,1311,-78.74547814,35.76540093,M
1891790,4092016969,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST ,FUQUAY VARINA,27526,+19195671717,2015-07-07,1312,-78.80056831,35.58594643,M
