OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1924822,4092016155,DAILY PLANET CAFE,11   W JONES ST ,RALEIGH,27601,+19197078060,2012-04-12,2,-78.63943083,35.78220511,M
1924823,4092016161,HIBACHI 88,3416 POOLE RD ,RALEIGH,27610,+19192311688,2012-04-18,4,-78.57953261,35.76724571,M
1924824,4092017180,BOND BROTHERS BEER COMPANY,202 E CEDAR ST ,CARY,27511,+19194592670,2016-03-11,5,-78.77802091,35.78798563,M
1924825,4092018352,Prime Barbeque,403 KNIGHTDALE STATION RUN,KNIGHTDALE,27545,+19193738076,2020-04-22,6,-78.47356613,35.79722482,M
1924828,4092017192,STARBUCKS #19453,185 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195573246,2016-04-05,16,-78.84948074,35.66266499,M
1924829,4092018593,Wendy's,1809 N HARRISON AVE ,CARY,27513,+19196770039,2021-03-24,25,-78.76795619,35.83059406,M
1924830,4092016438,PDQ WAKE FOREST,11690 NORTHPARK DR ,WAKE FOREST,27587,+19196484221,2013-05-31,28,-78.54504471,35.96485726,M
1924831,4092017336,GREENWAY BEER AND WINE,7530 RAMBLE WAY ,RALEIGH,27616,+19198036920,2016-09-27,32,-78.537511,35.87630713,M
1924832,4092017187,THE 19TH HOLE,1527 TRYON RD ,RALEIGH,27603,+19197729987,2016-04-01,34,-78.66755526,35.73521897,M
1924833,4092017181,COSTCO WHOLESALE #1206 FOOD COURT,1021 PINE PLAZA DR ,APEX,27523,+19193316035,2016-03-14,38,-78.82726689,35.7464159,M
1924834,4092017178,RALEIGH RAW,7 W HARGETT ST ,RALEIGH,27601,+19194000944,2016-03-14,39,-78.63957991,35.77810063,M
1924835,4092018368,D's Bottle Shop,13200 Falls of Neuse RD ,RALEIGH,27614,+19194357034,2020-05-20,40,-78.55981965,35.9407555,M
1924836,4092016487,PEACE CHINA,13220 Strickland  RD ,RALEIGH,27613,+19196769968,2013-08-14,42,-78.72593809,35.90878313,M
1924837,4092017849,The Melting Pot,3100 Wake Forest RD ,RALEIGH,27609-7846,+19198780477,2018-05-14,50,-78.62038753,35.82333592,M
1924839,4092018645,Five Guys #1710,1121 Parkside Main ST ,CARY,27519,+19193800450,2021-06-07,61,-78.88929435,35.84836238,M
1924843,4092017541,RISE BISCUITS & DONUTS,169 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195867343,2017-03-03,92,-78.84948074,35.66266499,M
1924845,4092017179,DUCK DONUTS,8323 CREEDMOOR RD ,RALEIGH,27613,+19198478300,2016-03-08,109,-78.68223183,35.90105252,M
1924847,4092016489,SONIC DRIVE IN #6020,1925 S MAIN ST ,WAKE FOREST,27587,+19195541209,2013-08-20,139,-78.52999701,35.94975468,M
1924849,4092018247,PIZZA HUT #2020,11010 LAKE GROVE  BLVD ,MORRISVILLE,27650,+19192340652,2019-12-03,142,-78.84707532,35.82315923,M
1924851,4092016169,NET APP CAFE BLDG3,7301 KIT CREEK RD ,MORRISVILLE,27560,+19194765671,2012-04-20,146,-78.88578455,35.85727617,M
1924853,4092018483,LoneRider at Five Points,1626 Glenwood Ave ,RALEIGH,27608,+19193222434,2020-11-10,166,-78.64536523,35.80340045,M
1924854,4092016263,DICKEY'S BARBECUE PIT #413,6552 GLENWOOD  AVE ,RALEIGH,27612,+19194363995,2012-09-20,169,-78.70609774,35.86074545,M
1924855,4092018287,Zanyu Asian Noodles,8450 HONEYCUTT RD ,RALEIGH,27615,+19198031340,2020-01-07,170,-78.62166097,35.89510574,M
1924857,4092018657,Coffee & Crepes,315 Crossroads BLVD ,CARY,27511,+19192330288,2021-06-22,190,-78.73871452,35.76064286,M
1924858,4092018378,Pleasant Grove Church,1528 Davis DR ,CARY,27519,+19193635198,2020-05-29,197,-78.84348956,35.76990031,M
1924859,4092017534,YUMMY HIBACHI,"7110 KNIGHTDALE BLVD, STE P",KNIGHTDALE,27545,+19193730325,2017-03-09,200,-78.4899936,35.79638702,M
1924860,4092016286,CHECKERS PIZZA,2810 HILLSBOROUGH ST ,RALEIGH,27607,+19198326522,2012-11-01,211,-78.67445032,35.78959693,M
1924862,4092016265,ACRO CAFE,11 W JONES ST ,RALEIGH,27601,+19197337450,2012-09-14,222,-78.63943083,35.78220511,M
1924864,4092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,CARY,27513,+19195318651,2011-03-16,238,-78.75122071,35.81750425,M
1924865,4092018228,Hady International Food,717-199 E MARTIN ST ,RALEIGH,27610,+19197411111,2019-11-13,26,-78.62699406,35.77656647,M
1924866,4092015101,Michelangelos,7280 GB Alford  HWY ,HOLLY SPRINGS,27540,+19195574992,2008-03-26,249,-78.83292783,35.63500069,M
1924867,4092016255,BOTTLE MIXX,8111 CREEDMOOR RD ,RALEIGH,27613,+19196151703,2012-09-11,266,-78.68248786,35.89850336,M
1924868,4092016264,THE YARD HOUSE #41,4208 SIX FORKS  RD ,RALEIGH,27609,+19198812590,2012-09-21,269,-78.63994726,35.83691426,M
1924869,4092016808,Harris Teeter #257 Starbucks,2080 Kildaire Farm RD ,CARY,27518,+19192339483,2014-11-10,278,-78.78068669,35.73567522,M
1924870,4092015464,POLAR ICE HOUSE,1410 BUCK JONES RD ,RALEIGH,27606,+19194602756,2009-09-11,289,-78.74547814,35.76540093,M
1924871,4092014520,El Tapatio #4,4511 New Bern AVE,RALEIGH,27610,+19192559161,2006-03-09,295,-78.55938498,35.79875761,M
1924872,4092018700,Chick-fil-A #01488,220 SHENSTONE BLVD,GARNER,27529,nan,2021-08-28,296,-78.58261702,35.69212111,M
1924873,4092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,CARY,27519,+19193712693,2014-11-13,297,-78.88824644,35.84415135,M
1924874,4092018634,Ish Deli,702 N PERSON ST,RALEIGH,27604,+19198107451,2021-06-01,308,-78.63408794,35.78910376,M
1924876,4092015321,SUBWAY #12460,706 W PEACE ST ,RALEIGH,27605,+19198340605,2009-01-12,316,-78.64931864,35.78886208,M
1924877,4092017542,AMERICAN DELI,1601-11 CROSS LINK RD ,RALEIGH,27610,+19195165111,2017-03-01,33,-78.61376,35.75438832,M
1924879,4092018646,Five Guys #1797,1075 Pine Plaza BLVD ,APEX,27523,+19196160011,2021-06-07,126,-78.82917015,35.7478436,M
1924880,4092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,CARY,27511,+19193778244,2017-02-21,317,-78.77734174,35.78786553,M
1924881,4092018307,Szechuan Mansion Restaurant,1353 KILDAIRE FARM RD,CARY,27511,+19198001802,2020-01-27,321,-78.78193974,35.75976658,M
1924882,4092018254,Teriyaki Madness,160 SHENSTONE BLVD,GARNER,27529,nan,2019-12-02,322,-78.58054205,35.69110315,M
1924886,4092017901,Vaishno Bhog,810 E Chatham ST ,CARY,27560,+19196783172,2018-07-11,331,-78.76305622,35.79140272,M
1924887,4092018656,Brookfields Indoor Golf & Lounge,1839 S Main ST ,WAKE FOREST,27587,+19842351722,2021-06-17,335,-78.52626448,35.95102854,M
1924888,4092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,RALEIGH,27613,+19198484902,2008-03-28,257,-78.67969753,35.88944343,M
1924891,4092018622,Northside Bistro & Cocktails ,832 SPRING FOREST RD ,RALEIGH,27609,+19198905225,2021-05-13,347,-78.62263526,35.8662752,M
1924892,4092017191,TAMARIND,8531-109 BRIER CREEK PKY ,RALEIGH,27617,+19194063473,2016-03-31,344,-78.78606215,35.90557616,M
1924893,4092018422,Moe's Southwest Grill #283,10760 WAKEFIELD COMMONS DR,RALEIGH,27614,+19195703222,2020-08-19,354,-78.5408878,35.94279833,M
1924894,4092017539,HAMPTON INN RALEIGH/CARY BREAKFAST,201 ASHVILLE AVE ,CARY,27518,+19198595559,2017-02-28,367,-78.78426862,35.73925014,M
1924896,4092016152,CLARK DINING HALL,221 JENSEN  DR ,RALEIGH,27695,+19195134680,2012-02-09,374,-78.67872874,35.78448278,M
1924898,4092015470,TIJUANA FLATS #138,1310 E MILLBROOK RD ,RALEIGH,27609,+19197906409,2009-09-04,391,-78.61557526,35.84978294,M
1924900,4092018719,Union Special Downtown,401 FAYETTEVILLE ST,RALEIGH,27601,+19842003094,2021-10-05,398,-78.63909101,35.77542096,M
1924902,4092017322,BADA BEAN COFFEE & THINGS,938 GATEWAY COMMONS CIR ,WAKE FOREST,27587,+19842354608,2016-09-16,408,-78.4951784,35.96732914,M
1924908,4092018243,PIZZA HUT #9210,321  N MAIN ST ,HOLLY SPRINGS,27540,+19193469020,2019-12-03,448,-78.83511867,35.65582685,M
1924909,4092015471,CHICK-FIL-A #2181,801 VILLAGE WALK  DR ,HOLLY SPRING,27540,+19195670060,2009-09-02,475,-78.83457704,35.6392159,M
1924910,4092018626,Empanadas & More,2107 Grace Park  DR ,RALEIGH,27560,+19195358080,2021-05-10,453,-78.84717028,35.82193112,M
1924913,4092018627,Kazu Hibachi,8111 Creedmioor  RD ,RALEIGH,27613,+19199778999,2021-05-11,491,-78.68248786,35.89850336,M
1924915,4092018647,Five Guys #0368,8107 Creedmoor RD ,RALEIGH,27613,+19198447057,2021-06-07,508,-78.68116797,35.89788799,M
1924916,4092017193,CRAFTY BEER SHOP,8450 HONEYCUTT RD ,RALEIGH,27615,+19197030874,2016-04-05,510,-78.62166097,35.89510574,M
1924919,4092018430,Dogwood Bar & Eatery,610 GLENWOOD AVE,RALEIGH,27603,+19199773714,2020-09-01,529,-78.64681795,35.78777191,M
1924920,4092016699,Sukhadia's Indian Cuisine,6715 Hillsborough Street,RALEIGH,27606,+19193891200,2014-05-30,539,-78.7439181,35.78820637,M
1924922,4092018512,Poke Bros,7870 Alexander Promenade PL ,RALEIGH,27617,+19197972322,2020-12-30,561,-78.77695631,35.91424375,M
1924924,4092017900,The Arbor @ Morgan Street Food Hall,411 W Morgan ST ,RALEIGH,27603,+19198342720,2018-07-25,566,-78.6456917,35.77945516,M
1924925,4092017186,STARBUCKS #25115,180 CABELA DR ,GARNER,27529,+19198195059,2016-03-29,567,-78.58356211,35.69799194,M
1924927,4092015474,BISCUITVILLE #184,4305 FAYETTEVILLE RD ,RALEIGH,27603,+19198038112,2009-09-24,573,-78.65307339,35.72039578,M
1924928,4092016083,NEW RAINBOW CHINESE RESTAURANT,3427 N Main ST ,FUQUAY-VARINA,27526,+19195678272,2012-01-31,575,-78.7258865,35.62516136,M
1924930,4092014480,Pruitt Health - Raleigh Dining,2420 Lake Wheeler RD,RALEIGH,27603,+19197550226,2006-01-10,590,-78.67644314,35.74808355,M
1924931,4092018250,Pizza Hut #036586,3691 New Bern AVE ,RALEIGH,27610,+19199008096,2019-12-03,591,-78.57923704,35.79885313,M
1924932,4092016702,China Wok,7440-143 Louisburg RD ,RALEIGH,27616,+19198629898,2014-05-28,580,-78.54049905,35.87559319,M
1924933,4092018672,Burger King #10775,636  W Gannon Ave,ZEBULON,27595,+19194041091,2021-07-02,597,-78.32958448,35.82096151,M
1924938,4092017895,Anjappar,101 Ledgestone WAY ,CARY,27519,nan,2018-07-26,638,-78.84803797000001,35.79230683,M
1924939,4092017925,Dominos #8849,708 Slash Pine DR ,CARY,27519,+19194395859,2018-08-07,652,-78.90892711,35.83075427,M
1924940,4092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,APEX,27502,+19193626369,2007-04-05,653,-78.87317907,35.74519929,M
1924941,4092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,RALEIGH,27616,+19194490807,2019-06-12,655,-78.57603863,35.86599856,M
1924942,4092014599,Poppy Seed Market,8801-107 Lead Mine RD ,RALEIGH,27615,+19198704997,2006-05-31,649,-78.65799167,35.90484309,M
1924943,4092017521,MCDONALDS #13159,1725 New Hope Church Rd,RALEIGH,27609,+19197130903,2017-02-22,665,-78.60826495,35.83722719,M
1924944,4092017898,Zebulon Country Club,2424 Pearces RD ,ZEBULON,27597,+19192698311,2018-08-09,675,-78.30935806,35.89131767,M
1924945,4092016163,FLYING BURRITO,4800 GROVE BARTON RD ,RALEIGH,27613,+19197852734,2012-04-18,679,-78.71583123,35.87110639,M
1924946,4092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,RALEIGH,27612,+19197864235,2009-12-30,660,-78.70695216,35.82399087,M
1924947,4092017798,SKY ZONE,2101  Westinghouse Blvd.,RALEIGH,27604,+19199484450,2018-03-02,687,-78.59593599,35.80806334,M
1924948,4092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,RALEIGH,27614,+19198484161,2017-09-29,688,-78.54123068,35.94195641,M
1924949,4092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,RALEIGH,27601,+19198327614,2014-04-15,693,-78.63784658,35.77659846,M
1924951,4092016440,CASE DINING HALL,240 JETER DR ,RALEIGH,27695,+19195152100,2013-06-06,727,-78.67872874,35.78448278,M
1924953,4092014687,Jumbo China,13200 Falls of Neuse RD ,RALEIGH,27614,+19198618858,2006-08-03,729,-78.55981965,35.9407555,M
1924954,4092014640,Bojangles #37,1000 Claren CIR,MORRISVILLE,27560,+19194607171,2006-07-06,731,-78.82373946,35.85573083,M
1924956,4092014754,Lam's Garden Restaurant,1100-113 Raleigh BLVD ,RALEIGH,27610,+19198282118,2006-12-22,718,-78.61277558,35.79430477,M
1924957,4092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,KNIGHTDALE,27545,+19192174112,2010-04-23,739,-78.47367546,35.80004488,M
1924958,4092017894,Which Wich #670,7202 Knightdale BLVD ,KNIGHTDALE,27545,+19193738883,2018-07-26,750,-78.48704631,35.79788571,M
1924960,4092014757,Arby's #7814,2601 Wake Forest RD ,RALEIGH,27609,+19198326885,2007-01-08,774,-78.62513234,35.81840468,M
1924961,4092016810,HIGHCRAFT BEER MARKET,2716 NC 55 HWY ,CARY,27519,+19192676593,2014-11-13,775,-78.87016558,35.78474547,M
1924962,4092015530,SUBWAY #3726,12233 CAPITAL BLVD ,WAKE FOREST,27587-6200,+19195568622,2009-12-11,777,-78.54097555,35.98087356,M
1924964,4092016016,CHINA UNO,308  VILLAGE WALK  DR ,HOLLY SPRINGS,27540,+19195579888,2011-10-11,781,-78.83920922,35.63987917,M
1924965,4092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,CARY,27519,+19193889977,2011-05-18,799,-78.84859346,35.79156535,M
1924966,4092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,RALEIGH,27614,+19195540508,2010-01-05,806,-78.55981965,35.9407555,M
1924967,4092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,CARY,27513,+19193807891,2009-11-24,808,-78.82085718,35.76363975,M
1924969,4092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,RALEIGH,27606,+19198586501,2015-04-08,817,-78.68893912,35.78436913,M
1924970,4092016164,RUCKUS PIZZA PASTA & SPIRITS #3,1101 MARKET CENTER  DR ,MORRISVILLE,27560,+19193883500,2012-04-19,819,-78.81676023,35.80454378,M
1924973,4092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,FUQUAY VARINA ,27526,+19195672337,2011-02-18,813,-78.79375457,35.59301324,M
1924974,4092015099,Subway #41217,8410-140 Louisburg RD ,RALEIGH,27616,+19192660300,2008-03-25,822,-78.51125194,35.89400635,M
1924975,4092018513,Another Broken Egg,1211 MARKET CENTER  DR ,MORRISVILLE,27560,+19194651079,2020-12-29,830,-78.81477941,35.8080269,M
1924976,4092014948,Hardee's #1189,100 Vandora Springs RD ,GARNER,27529,+19197727209,2007-09-12,838,-78.62108066,35.71260367,M
1924977,4092014765,Randy's Pizza,4129 Davis DR ,MORRISVILLE,27560,+19194683737,2006-12-22,852,-78.85811603,35.8356265,M
1924979,4092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,KNIGHTDALE,27545,+19192610167,2006-10-27,857,-78.50846405,35.79679257,M
1924981,4092017188,CHAMPA THAI & SUSHI,8521 BRIER CREEK  PKY ,RALEIGH,27617,+19198060078,2016-03-31,865,-78.78334742,35.90685073,M
1924982,4092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,RALEIGH,27616,+19194316500,2014-04-22,890,-78.580183,35.85814638,M
1924983,4092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,WAKE FOREST,27587,+19842351537,2015-10-08,861,-78.53454582,35.98680854,M
1924984,4092014554,KFC #J120103,1403 W Williams ST,APEX,27502,+19193037997,2006-04-25,899,-78.87726967,35.7501529,M
1924986,4092016683,ROLY POLY,4040 ED DR ,RALEIGH,27612,+19197850441,2014-05-13,902,-78.70319672,35.82518153,M
1924987,4092018251,Pizza Hut #036631,1805 Aversboro RD ,GARNER,27529,+19197799200,2019-12-03,903,-78.61707161,35.6858565,M
1924990,4092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,RALEIGH,27612,+19842025627,2015-10-09,885,-78.70556784,35.82545067,M
1924993,4092015443,MoonRunners Saloon,1506 US 70 HWY W ,GARNER,27529,+19196625119,2009-08-12,916,-78.64623771,35.72377782,M
1924994,4092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,CARY,27518,+19198516439,2007-10-22,908,-78.74169613,35.74700826,M
1924995,4092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,CARY,27518,+19198517777,2019-12-03,924,-78.78068669,35.73567522,M
1924996,4092018239,Mezeh Grill,2316 HILLSBOROUGH ST,RALEIGH,27607-7384,+19193863435,2019-11-22,935,-78.66664805,35.78770631,M
1924997,4092016679,BITTERSWEET,16 E MARTIN ST ,RALEIGH,27601,+19199773829,2014-04-23,941,-78.63876916,35.77658573,M
1924998,4092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,RALEIGH,27612,+19197873373,2015-09-30,942,-78.70209872,35.85487832,M
1924999,4092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,MORRISVILLE,27560,+19194694195,2015-10-07,943,-78.84918533,35.82217686,M
1925000,4092014956,Hardee's #1206,5601 Creedmoor RD ,RALEIGH,27612,+19197814332,2007-09-14,945,-78.68107712,35.8581419,M
1925002,4092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,RALEIGH,27609,+19198502340,2007-04-05,964,-78.60608423,35.85065239,M
1925003,4092014651,Inchin's Bamboo Garden,3532 Davis DR,MORRISVILLE,27560,+19194576705,2006-07-19,969,-78.84576194,35.81812076,M
1925006,4092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,RALEIGH,27607,+19198595220,2010-10-18,981,-78.72815151,35.80750324,M
1925007,4092018319,SIP Noshery,400 Southtown CIR ,ROLESVILLE,27571,+19192638126,2020-02-11,984,-78.47039569,35.91648377,M
1925008,4092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,CARY,27511,+19194694245,2007-05-22,990,-78.7642317,35.78997989,M
1925009,4092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,MORRISVILLE,27560,+19194678860,2009-09-10,991,-78.82897679,35.81951783,M
1925010,4092018318,TASU #2,525 NEW WAVERLY  PL ,CARY,27518,+19199774037,2020-02-11,999,-78.77756307,35.73853619,M
1925011,4092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,RALEIGH,27610,+19197920127,2006-05-18,1003,-78.54750981,35.79264454,M
1925012,4092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,RALEIGH,27603,+19198331247,2015-09-30,1004,-78.69054542,35.79443916,M
1925013,4092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,RALEIGH,27607,+19197549797,2010-02-12,1006,-78.66818044,35.78802697,M
1925014,4092017053,CHILI'S GRILL & BAR #1566,111 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195577841,2015-10-09,1018,-78.84935077,35.65965931,M
1925016,4092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,MORRISVILLE,27560,+19194682607,2014-09-11,1027,-78.84697957,35.81858861,M
1925018,4092014552,KFC #J120099,1599 US 70 HWY ,GARNER,27529,+19196621003,2006-04-21,992,-78.64871535,35.72515497,T
1925019,4092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,RALEIGH,27612-2650,+19197837555,2013-04-04,1036,-78.70313649,35.85876954,M
1925022,4092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,RALEIGH,27614,+19195844000,2016-09-19,1043,-78.54362008,35.94386602,M
1925023,4092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,RALEIGH,27617,+19192373919,2014-12-05,1045,-78.77695631,35.91424375,M
1925024,4092018496,Chick-fil-A #868,4621 Capital  BLVD ,RALEIGH,27604,+19198502175,2020-11-13,1046,-78.58118683000001,35.84746002,M
1925025,4092014673,Bosphorus Restaurant,329 N Harrison AVE ,CARY,27513,+19194601300,2006-09-06,1060,-78.78374109,35.78994545,M
1925027,4092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,MORRISVILLE,27560,+19194621542,2015-10-13,1062,-78.81120699,35.8045716,M
1925028,4092017059,HARDEE'S #1655,1560 N BROAD ST ,FUQUAY-VARINA,27526,+19195529772,2015-10-15,1066,-78.80353813,35.60445873,M
1925029,4092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,RALEIGH,27612,+19197817599,2009-11-10,1054,-78.70283224,35.85653115,M
1925030,4092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,CARY,27511,+19193885885,2012-04-18,1068,-78.78052303,35.78769406,M
1925031,4092014558,KFC #J120095,4040 Capital BLVD,RALEIGH,27604,+19198725356,2006-04-24,1077,-78.58107016,35.83615994,M
1925032,4092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195522237,2013-07-30,1078,-78.84948074,35.66266499,M
1925033,4092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,CARY,27513,+19196657587,2015-10-21,1100,-78.81098892,35.78581105,M
1925035,4092016562,THE STATION AT PERSON ST,701 N PERSON ST ,RALEIGH,27604,+19199771567,2013-11-07,1121,-78.63456336,35.78917088,M
1925036,4092018522,Marco's Pizza #8285,133 Grand Hill PL ,HOLLY SPRINGS,27540,+19193461227,2021-01-29,1122,-78.84948074,35.66266499,M
1925038,4092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,RALEIGH,27615,+19198456700,2013-01-24,1132,-78.64526778,35.88157372,M
1925039,4092018320,Mecca Market,3913 Western BLVD ,RALEIGH,27606,+19196131286,2020-02-07,1133,-78.69106881,35.78402232,M
1925040,4092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,RALEIGH,27604,+19198720500,2020-03-02,1137,-78.58441249,35.82680494,M
1925041,4092014624,Chick-fil-A #1749,1000 Valleystone DR ,CARY,27519,+19194650699,2006-07-05,1141,-78.85027134,35.79062803,M
1925047,4092018671,Burger King #11244,2791 NC 55 HWY ,CARY,27511,+19193870071,2021-07-02,1160,-78.87169627,35.78608086,M
1925049,4092018620,BAPS Shri temple Kitchen,1020 AVIATION PKWY,MORRISVILLE,27560,+19194696605,2021-05-10,1168,-78.8083906,35.83913731,M
1925050,4092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,APEX,27539-7700,+19193639137,2010-04-28,1171,-78.83789587,35.71142555,M
1925051,4092018604,Tropical Smoothie NC 90,337 SEMBLER LN,CARY,27519,+19193772320,2021-04-14,1176,-78.90353469,35.82487418,M
1925052,4092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,WAKE FOREST,27587,+19195701688,2010-08-30,1178,-78.4951784,35.96732914,M
1925053,4092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,KNIGHTDALE,27545,+19192170133,2011-08-12,1193,-78.49336017,35.79721176,M
1925055,4092018501,Standard Beer and Food,205 E FRANKLIN ST,RALEIGH,27604,+19193221499,2020-12-14,1195,-78.63482408,35.79035401,M
1925056,4092017590,MCDONALDS #2510,3710 WESTERN BLVD ,RALEIGH,27606,+19198337882,2017-05-03,1216,-78.68803643,35.78529365,M
1925057,4092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,RALEIGH,27604,+19198781800,2020-08-30,1224,-78.58256656,35.84852909,M
1925058,4092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,MORRISVILLE,27560-9195,+19194600388,2010-04-19,1233,-78.81924125,35.85853428,M
1925059,4092014551,KFC#J120119,3408 Poole RD,RALEIGH,27610,+19192122504,2006-04-24,1237,-78.57981204,35.76819436,M
1925060,4092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,RALEIGH,27607,+19198289900,2015-10-22,1239,-78.66354224,35.78687212,M
1925062,4092018076,Jersey Mike's #3005,957 High House RD ,CARY,27513,+19194610660,2019-03-20,1255,-78.82820605,35.78725248,M
1925064,4092018132,Burger Fi,2001 WALNUT ST,CARY,27518-9205,+19199008959,2019-07-08,1258,-78.74142861,35.75880896,M
1925066,4092017488,MI CANCUN,324 GRAND HILL PL ,HOLLY SPRINGS,27540,+19195529979,2016-12-14,1294,-78.8436742,35.66711942,M
1925067,4092016621,CAFE SOO,2815  BRENTWOOD RD ,RALEIGH,27604,+19198761969,2014-02-14,1298,-78.59615202,35.81727946,M
1925068,4092016267,China King,313 Crossroads BLVD ,CARY,27518,+19192338385,2012-10-01,1300,-78.73871452,35.76064286,M
1925069,4092014556,KFC #J120098,12313 Capital BLVD ,RALEIGH,27587,+19195569408,2006-04-24,1263,-78.53878491,35.98231024,M
1925070,4092018210,Lunchbox Deli,"2816 Trawick Rd, Ste 105",RALEIGH,27604,+19198727882,2019-10-30,1336,-78.59041221,35.81946486,M
1925072,4092018095,Walking Crab,1549 US 70 W ,GARNER,27529,+19199773515,2019-05-01,1296,-78.64729883,35.72372411,M
1925074,4092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,MORRISVILLE,27560,+19192970953,2013-11-22,1349,-78.81800343,35.80772157,M
1925075,4092017482,SAKURA 8,2634 TIMBER DR ,GARNER,27529,+19842335100,2016-11-23,1351,-78.63679241,35.71604965,M
1925077,4092018075,Amalia's Authentic Italian Restaurant,1248 S Main ST ,WAKE FOREST,27587,+19842370002,2019-03-20,1359,-78.51860143,35.9622155,M
1925079,4092015422,SHUCKERS OYSTER BAR & GRILL,3309 ROGERS RD ,WAKE FOREST,27587,+19196028011,2009-06-02,1373,-78.51539337,35.95073316,M
1925081,4092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,RALEIGH,27604,+19198759092,2019-09-30,1391,-78.60179762,35.81684953,M
1925082,4092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,RALEIGH,27601,+19192273370,2013-08-20,1392,-78.63997557,35.77359698,M
1925085,4092016582,APEX WINGS,518 E WILLIAMS ST ,APEX,27502-2151,+19193870082,2013-12-20,1405,-78.84778574,35.72374776,M
1925087,4092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,RALEIGH,27609,+19195712489,2013-11-13,1407,-78.63751992,35.83661475,M
1925088,4092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,FUQUAY VARINA,27526,nan,2014-02-28,1414,-78.76145615,35.59674702,M
1925089,4092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,RALEIGH,27607-3906,+19198324100,2013-08-05,1415,-78.70563279,35.80134843,M
1925090,4092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,RALEIGH,27612-3365,+19197817000,2013-10-03,1417,-78.67772751,35.84277362,M
