OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1925784,4092010618,Roast Grill,7 S WEST ST ,RALEIGH,27603-1831,+19198328292,1991-04-22,6775,-78.64564398,35.78023303,M
1925785,4092011649,DANNY'S BARBEQUE,311 ASHVILLE AVE ,CARY,27518,+19198515541,1995-03-01,6811,-78.78493778,35.73790672,M
1925788,4092011929,Las Margaritas,111 S WHITE ST,WAKE FOREST,27587-2739,+19195568319,1996-09-13,6833,-78.50924596,35.9788861,M
1925790,4092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,CARY,27519,+19194605566,2016-12-02,6857,-78.85232757,35.79108879,M
1925791,4092015787,STARBUCKS NORTH HILLS CENTER #9789,4160 MAIN AT NORTH HILLS ST ,RALEIGH,27609,+19194200514,2011-08-12,6858,-78.64323049,35.83718561,M
1925792,4092013627,China Wok,2753 NC Hwy 55,CARY,27519,+19193879599,2002-07-19,6851,-78.87109371,35.78605234,M
1925794,4092013735,Village Draft House,428 Daniels St ,RALEIGH,27605,+19198331373,2002-12-31,6880,-78.66025735,35.7899673,M
1925795,4092013752,Chili's Bar and Grill,3411 Sumner Blv ,RALEIGH,27616,+19197922545,2003-01-03,6881,-78.57603863,35.86599856,M
1925796,4092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,KNIGHTDALE,27545,+19192179184,2002-08-28,6903,-78.50515596,35.79511678,M
1925797,4092017477,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD ,FUQUAY VARINA,27526,+19197720241,2016-12-09,6859,0.0,0.0,U
1925800,4092010989,Los Tres Magueyes,110 SW MAYNARD RD ,CARY,27511-4402,+19194608757,1992-01-16,6920,-78.78312573,35.77217563,M
1925801,4092010302,GOODBERRY'S #6,2421 Spring Forest Rd,RALEIGH,27615-7540,+19198788159,1991-05-02,6929,-78.59868826,35.8608486,M
1925804,4092013743,Shaba Shabu,3080 Wake Forest Rd ,RALEIGH,27609,+19195017755,2002-12-31,6956,-78.62038753,35.82333592,M
1925806,4092013841,Humble Pie,317 S Harrington St ,RALEIGH,27603,+19198299222,2003-07-02,6976,-78.64497521,35.77631688,M
1925808,4092013059,PNC 310,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,+19198612300,1999-10-28,7011,-78.7229363,35.8032419,M
1925811,4092010095,Bull And Bear,5442 SIX FORKS RD ,RALEIGH,27609-4436,+19198473617,1991-05-02,7058,-78.64059702,35.85499105,M
1925815,4092010301,Goodberry's Creamery,1146 KILDAIRE FARM RD,CARY,27511-4583,+19194672386,1991-05-03,7104,-78.78352136,35.76590978,M
1925817,4092013482,The Piper's Tavern,8304 FALLS OF NEUSE RD ,RALEIGH,27615-3416,+19196767413,2002-01-02,7148,-78.61981562,35.89456739,M
1925819,4092016990,CAROLINA ALE HOUSE,400 CONSERVATION RD ,GARNER,27529,+19197722646,2015-07-16,7193,-78.58112683,35.69648845,M
1925822,4092010490,Meredith College Dining Hall,3800 Hillsborough ST ,RALEIGH,27607-5237,+19197608377,1991-03-19,7228,-78.68916347,35.79996371,M
1925823,4092013418,Taza Grill,6325 - 19 Falls Of Neuse Rd ,RALEIGH,27615,+19198727161,2001-10-05,7142,0.0,0.0,U
1925824,4092014372,Panda King,3626 Rogers RD ,WAKE FOREST,27587,+19195549666,2005-08-24,7241,-78.50482681,35.94464173,M
1925825,4092013541,China One,661 CARY TOWNE BLVD,CARY,27511-4219,+19194610088,2002-02-28,7264,-78.76677132,35.77674815,M
1925826,4092013915,Bonefish Grill,2060 Renaissance Park Pl,CARY,27513,+19196771347,2003-10-22,7282,-78.77115656,35.82699882,M
1925827,4092017722,Chopt North Ridge,6004 Falls of Neuse RD ,RALEIGH,27609,+19842320451,2017-11-03,7290,-78.61995347,35.86546488,M
1925828,4092011831,Taco Bell #3279,3821 WESTERN BLVD ,RALEIGH,27606-1934,+19198519034,1995-12-08,7306,-78.68953284,35.78425136,M
1925829,4092013487,Starbucks,3023-101 Capital ,RALEIGH,27604,+19198758760,2002-01-11,7149,-78.59167505,35.82103718,M
1925831,4092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,CARY,27511,+19198168830,2000-05-05,7201,0.0,0.0,U
1925833,4092017086,NORTH RIDGE PUB,6010-B FALLS OF NEUSE RD ,RALEIGH,27609,+19199816005,2015-11-09,7295,-78.62008492,35.8644902,M
1925837,4092014115,Sam's Club #8223 Cafe,2537 S Saunders St,RALEIGH,27603,+19198391700,2004-08-24,7359,-78.64662127,35.75036941,M
1925840,4092017695,Saltgrass Steakhouse,6601 Knightdale BLVD ,KNIGHTDALE,27545,+19192177070,2017-10-10,7389,-78.50947971,35.79658276,M
1925841,4092013707,Homegrown Pizza,4928 Linksland Dr,HOLLY SPRINGS,27540,+19195775575,2002-11-08,7404,-78.81055316,35.65750438,M
1925842,4092014571,Moe's Southwest Grill,1406 E Broad ST,FUQUAY VARINA,27526,+19195575507,2006-04-26,7408,-78.77524481,35.59427198,M
1925845,4092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,CARY,27519,+19842280300,2017-11-03,7419,-78.88191924,35.83347908,M
1925846,4092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,MORRISVILLE,27560,+19193789259,2014-04-28,7420,-78.81120699,35.8045716,M
1925847,4092014165,Super Target #1932 Food Avenue,1201 Beaver Creek Commons DR ,APEX,27502,+19193721405,2004-10-05,7424,-78.87777438,35.74487977,M
1925848,4092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",RALEIGH,27616,+19198721127,2018-03-23,7421,-78.56786149,35.89607573,M
1925850,4092018424,Meat & Bite,2908 HILLSBOROUGH ST ,RALEIGH,27607,+12017098417,2020-08-24,7437,-78.67526404,35.78962141,M
1925854,4092018554,Your Pie Pizza,4233 Corners PKY ,RALEIGH,27617,+19199570077,2021-03-10,7518,-78.78791806,35.91890974,M
1925855,4092018127,The Exchange Cafe,6933 LOUIS STEPHENS DR,MORRISVILLE,27560,+19196236072,2019-07-15,7523,-78.8872285,35.86296634,M
1925857,4092014223,Manchesters Bar and Grill,9101-153 Leesville Road,RALEIGH,27613,+19196763310,2005-01-07,7484,-78.7231695,35.89661733,M
1925859,4092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,MORRISVILLE,27560,+19192346385,2016-08-04,7539,-78.82897679,35.81951783,M
1925860,4092011334,Chick-fil-A,6612 GLENWOOD AVE ,RALEIGH,27612-7128,+19195718480,1993-08-25,7547,-78.70866184,35.8610412,M
1925861,4092011339,AMF Snack Bar and Lounge,5501 COMMERCIAL AVE ,RALEIGH,27612-7002,nan,1993-09-01,7550,-78.70934766,35.85721165,M
1925862,4092011880,Caffe Luna,136 E HARGETT ST,RALEIGH,27601-1440,+19198326090,1996-04-30,7576,-78.6368955,35.77799941,M
1925863,4092010827,Winston's Grille,6401 FALLS OF NEUSE RD ,RALEIGH,27615-6812,+19197900700,1991-05-08,7583,-78.62163029,35.86964663,M
1925864,4092014233,Sheetz,1655 N Main Street,FUQUAY VARINA,27526,+19195772215,2005-01-26,7589,-78.76014426,35.59694528,M
1925865,4092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,CARY,27518,+19198511220,2016-05-26,7598,-78.73628587,35.75553675,M
1925868,4092013091,Burger King #12979,3101 INTEGRITY DR ,GARNER,27529-8599,+19196617718,2000-01-21,7630,-78.58225808,35.72489369,M
1925870,4092017777,Sushi Nine,3812 Western BLVD ,RALEIGH,27606,+19196153100,2018-01-08,7646,-78.68935727,35.7853026,M
1925873,4092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,FUQUAY VARINA,27526-8901,+19195673738,2018-06-26,7668,-78.77235694,35.59259203,M
1925881,4092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",CARY,27513,+19195319380,1994-01-28,7749,-78.75797326,35.82399374,M
1925883,4092011501,BOSTON MARKET,4558 Capital Blv ,RALEIGH,27604-4353,+19199817450,1994-08-22,7756,-78.57896604,35.84571366,M
1925884,4092015201,Tony's Pizza,8111 ROWLOCK  WAY ,RALEIGH,27613,+19195713588,2008-08-21,7766,-78.73779144,35.88567273,M
1925885,4092016797,HYATT HOUSE FOOD SERVICE,10962 CHAPEL HILL RD ,MORRISVILLE,27560,+19193885355,2014-11-12,7779,-78.84052711,35.85506763,M
1925886,4092013907,Jason's Deli,909 Spring Forest Rd,RALEIGH,27609,+19198559898,2003-10-06,7797,-78.62312587,35.86765935,M
1925888,4092016139,SOLA COFFEE & CAFE,7705 LEAD MINE RD ,RALEIGH,27615,+19198038983,2012-03-21,7813,-78.65998467,35.8852805,M
1925891,4092016884,Mi Cancun,6675-105 FALLS OF NEUSE ROAD,RALEIGH,27615,+19199773355,2015-02-16,7815,-78.6231327,35.87483802,M
1925892,4092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,RALEIGH,27613-1641,+19198463848,1992-08-10,7851,-78.67924027,35.88823629,M
1925893,4092011278,Hardees #1638,403 S Main St ,ROLESVILLE,27571-9664,+19195542720,1993-05-07,7869,-78.46490482,35.91816232,M
1925895,4092016635,RED PEPPER ASIAN,4121 NEW BERN AVE ,RALEIGH,27610,+19195941006,2014-02-25,7903,-78.56526592,35.80114227,M
1925896,4092017654,HARRIS TEETER 138 STARBUCKS,98 CORNERSTONE DR ,CARY,27519,+19194671259,2017-06-28,7905,-78.85187583,35.79044843,M
1925897,4092011048,NY Pizza,1831 N HARRISON AVE ,CARY,27513-2408,+19196778484,1992-05-01,7884,-78.7680818,35.82997763,M
1925898,4092016636,TORERO'S MEXICAN RESTAURANT,3002 LELAND DR ,RALEIGH,27616,+19192177883,2014-02-28,7906,-78.51241088,35.89258287,M
1925900,4092010617,Rex Hospital Cafeteria,4420 Lake Boone TRL ,RALEIGH,27607-6599,+19197844173,1991-05-13,7953,-78.70242018,35.81817246,M
1925902,4092014456,#1 CHINA,764 W Williams ST ,APEX,27502,+19193626887,2005-12-27,7960,-78.86276064,35.73803218,M
1925903,4092014458,Bojangles #36,8680 Glenwood AVE ,RALEIGH,27612,+19192770600,2005-12-05,7961,-78.74320443,35.88674606,M
1925904,4092013400,Woodland Terrace Independent Living Foodservices,300 KILDAIRE WOODS DR ,CARY,27511-7708,+19194650356,2001-09-05,7984,-78.7790102,35.76613538,M
1925905,4092017804,Everest Kitchen,25 N Main ST ,WENDELL,27591,+19193747049,2018-03-06,7996,-78.37019885,35.78157066,M
1925906,4092018286,BAGELS & BAO,2400 JOHN BRANTLEY BLVD ,MORRISVILLE,27560,+19198404475,2020-01-03,8000,-78.78941437,35.8696795,M
1925907,4092018129,NoRa Cafe,12333 STRICKLAND RD ,RALEIGH,27613,+19192328321,2019-06-17,8001,-78.7027985,35.90556189,M
1925908,4092018472,ADDA Bistro & Dining,6105 Grace Park DR ,MORRISVILLE,27560,+19192346281,2020-10-28,8003,-78.84652326,35.82111262,M
1925910,4092015972,BOJANGLES #46,1513 N ARENDELL AVE ,ZEBULON,27597,+19194042272,2011-05-26,8008,-78.32656024,35.83982275,M
1925912,4092013885,Rudino's Parkside,4022 Village Park Dr ,KNIGHTDALE,27545,+19192610143,2003-08-29,8042,-78.49683785,35.79808616,M
1925913,4092013122,McDonald's #14342,3026 Capital BLVD ,RALEIGH,27604-3334,+19198780701,2000-03-11,8048,-78.59113149,35.82041654,M
1925914,4092017746,Burger Fi,2052 RENAISSANCE PARK PL ,CARY,27513,+19196598700,2017-11-29,8067,-78.77115656,35.82699882,M
1925915,4092018099,Layered Croissanterie,911 N WEST ST,RALEIGH,27603-2576,+19842001200,2019-05-15,8069,-78.64438198,35.79144303,M
1925917,4092015549,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR ,CARY,27513,+19194813811,2009-12-31,8083,-78.7805746,35.804703,M
1925918,4092014704,Red Robin #571,1431 Beaver Creek Commons ,APEX,27502,+19193638599,2006-10-09,8071,-78.8826304,35.7473372,M
1925919,4092018390,CHUTNEYS,4121 Davis DR ,MORRISVILLE,27560,+19193771029,2020-06-25,8092,-78.85811603,35.8356265,M
1925920,4092018628,Bullseye Grill,6501 Mount Herman RD ,RALEIGH,27617,+19842005336,2021-05-19,8094,-78.76699446,35.90868392,M
1925921,4092018640,IHOP #4408,3009 Capital BLVD ,RALEIGH,27604-3333,+19843023055,2021-06-03,8096,-78.59245693,35.82124227,M
1925922,4092015328,KOBE HIBACHI & SUSHI,515 N MAIN ST ,HOLLY SPRINGS,27540,+19195571437,2009-01-29,8097,-78.83687096,35.65966057,M
1925923,4092018144,Harris Teeter #495 Starbucks,8345 Creedmoor RD ,RALEIGH,27613,nan,2019-06-18,8104,-78.68223183,35.90105252,M
1925926,4092013935,PAPA JOHN'S ,238 Grande Heights Dr ,CARY,27511,+19194621441,2003-11-13,8151,-78.7805746,35.804703,M
1925928,4092013574,Taco Bell #1872,6404 GLENWOOD AVE ,RALEIGH,27612-2620,+19197879805,2002-05-10,8168,-78.70522304,35.85868466,M
1925929,4092013636,Armadillo Grill,439 GLENWOOD AVE ,RALEIGH,27603-1219,+19195460555,2002-07-16,8171,-78.6476584,35.78604393,M
1925931,4092018650,Jersey Mike's #3091,2345 Timber  DR ,GARNER,27529,+19197797827,2021-06-08,8178,-78.64123211,35.70222176,M
1925932,4092016926,DEATH AND TAXES,105 W HARGETT ST ,RALEIGH,27601,+19842420218,2015-04-08,8179,-78.6404497,35.77817353,M
1925933,4092018559,Mainstay Suites Raleigh-Cary Foodservice,1020 Buck Jones RD ,RALEIGH,27606,+19194684222,2021-03-16,8195,-78.74134284,35.7707241,M
1925934,4092014346,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR ,APEX,27502,+19193876336,2005-07-01,8196,-78.87101375,35.74215088,M
1925935,4092016758,Amber Flavors and Taste,3607 DAVIS DR ,MORRISVILLE,27560,+19195855333,2014-09-24,8206,-78.84976245,35.82130357,M
1925936,4092016828,LEVEL UP/VIRGIL'S TAQUERIA,126 S. SALISBURY ST.,RALEIGH,27601,+19198333866,2014-12-11,8207,-78.64041384,35.77862242,M
1925937,4092014269,Subway,1326 N Main ST ,FUQUAY VARINA,27526,+19195522609,2005-02-10,8223,-78.77764359,35.59047244,M
1925938,4092014271,Salvio's Pizzeria,2428 SW Cary Pkwy,CARY ,27513,+19194674600,2005-03-07,8224,-78.82085718,35.76363975,M
1925939,4092017717,Panera Bread #1643,1100 Village Market PL ,Morrisville,27560,nan,2017-10-24,8247,-78.81334286,35.80607737,M
1925940,4092017460,THE MAC HOUSE,14460 167 FALLS OF NEUSE RD ,RALEIGH,27614,+19192638116,2016-11-07,8184,0.0,0.0,U
1925941,4092018539,Joe Van Gogh Cedar West,3109 Poplarwood CT ,RALEIGH,27604,+17038012266,2021-02-19,8253,-78.60554911,35.81700078,M
1925942,4092013798,Chili's Grill and Bar #867,115 Carillon Dr ,GARNER,27529,+19197711700,2003-04-16,8272,-78.58321782,35.6933369,M
1925946,4092014324,Wang's Kitchen,3631 New Bern AVE ,RALEIGH,27610,+19192128805,2005-05-06,8307,-78.57923704,35.79885313,M
1925947,4092014446,Carolina Ale House,7981 Skyland Ridge PKY ,RALEIGH,27606,+19199574200,2005-12-02,8322,-78.78281819,35.91437536,M
1925948,4092014455,Pei Wei Asian Diner #108,10251 Little Brier Creek LN,RALEIGH,27617,+19194844113,2005-12-01,8323,-78.78517004,35.91133497,M
1925952,4092014946,Good Taste Chinese Restaurant,532 W Gannon AVE ,ZEBULON,27597,+19194041218,2007-08-17,8346,-78.32626437,35.8212487,M
1925953,4092018121,Chido Taco,2330 BALE ST,RALEIGH,27608,+19195941930,2019-06-27,8349,-78.62748278,35.81292611,M
1925954,4092014444,Taco Bell #22798,2207 S MAIN ST ,WAKE FOREST,27587,+19195544924,2005-12-05,8352,-78.53614532,35.94669513,M
1925955,4092011376,Conference Dining Services Facility,3000 New Bern AVE,RALEIGH,27610,+19193508190,1993-10-21,8374,-78.58796297,35.78391423,M
1925957,4092017025,THE BERKELEY CAFE,217 W MARTIN ST ,RALEIGH,27601,+19198289190,2015-09-21,8383,-78.64280742,35.77679382,M
1925958,4092018717,Chick-fil-A #01963,8661  Six Forks RD ,RALEIGH,27615,+19198486715,2021-10-04,8384,-78.65140772,35.89807227,M
1925960,4092013867,Chili's Grill And Bar #953,8341 Brier Creek Pky,RALEIGH,27617,+19194057100,2003-07-25,8393,-78.78491152,35.90773733,M
1925963,4092013462,Paolo's,101 - 500 Keybridge St,MORRISVILLE,27560,+19196789030,2001-11-26,8406,-78.82290896,35.81970931,M
1925964,4092014353,NYBD III,2050 Kildaire Farm RD ,CARY,27518,+19198519050,2005-07-13,8428,-78.78068669,35.73567522,M
1925965,4092016307,CHILI'S #1534,1201 MARKET CENTER DR ,MORRISVILLE,27560,+19194683290,2012-11-21,8433,-78.81676023,35.80454378,M
1925967,4092010533,O'Charleys,101 ASHVILLE AVE ,CARY,27511-6606,+19198519777,1991-04-22,8443,-78.78354467,35.73867895,M
1925968,4092018120,Marco's Pizza #8486,7500 RAMBLE WAY,RALEIGH,27616,+19198251812,2019-06-26,8453,-78.537511,35.87630713,M
1925969,4092016126,PANERA BREAD #1650,1001 BEAVER CREEK COMMONS DR ,APEX,27502,+19195890026,2012-03-27,8458,-78.87238568,35.74374477,M
1925972,4092018078,Barcelona Wine Bar,430 W Martin ST ,RALEIGH,27603,+19198085400,2019-03-29,8468,-78.64560424,35.77781639,M
1925973,4092017303,SHEETZ #607,40 CABELA DR ,GARNER,27529,+19196621390,2016-08-16,8473,-78.58532113,35.69803233,M
1925977,4092014979,Jasmin Mediterranean Bistro,2430 Hillsborough ST ,RALEIGH,27607,+19197559991,2007-10-22,8534,-78.66782878,35.7879186,M
1925979,4092015967,CHARLIE'S KABOBS #2,929 HERITAGE LAKE  RD ,WAKE FOREST,27587,+19194536284,2011-05-24,8556,-78.50377701,35.94688449,M
1925980,4092015805,NOODLES AND COMPANY #857,8411 BRIER CREEK PKY ,RALEIGH,27617,+19198061330,2010-11-02,8580,-78.78334742,35.90685073,M
1925986,4092010625,Romas Pizzeria,3805 Brentwood Rd,RALEIGH,27604-1723,+19198762818,1991-05-08,8640,-78.60062749,35.83624718,M
1925987,4092017955,First Citizens Operations Center Cafeteria,100  E Tryon  RD ,RALEIGH,27603,+19197168357,2018-10-08,8672,-78.63926247,35.72823902,M
1925989,4092015457,LOS TRES MAGUEYES,10410 MONCREIFFE  RD ,RALEIGH,27610,+19194849258,2009-08-27,8686,-78.79210079,35.89996272,M
1925992,4092018315,Irregardless cafe,901 W MORGAN ST ,RALEIGH,27603-1511,+19198338898,2020-02-06,8698,-78.65603068,35.78118378,M
1925993,4092017485,CITY MARKET SUSHI,315 BLAKE ST ,RALEIGH,27601,+19193221987,2016-12-01,8699,-78.63561219,35.77622916,M
1925994,4092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,GARNER,27529,+19197730061,2016-11-28,8700,-78.58765235,35.69782164,M
1925995,4092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,MORRISVILLE,27560,+19194692777,2015-12-19,8701,-78.84652326,35.82111262,M
1925996,4092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,RALEIGH,27695,+19195155132,2011-08-16,8703,-78.67967966,35.76286971,M
1925997,4092015690,PANDA WOK,8521  CANTILEVER WAY ,RALEIGH,27613,+19197922588,2010-08-12,8721,-78.73779144,35.88567273,M
1925998,4092018172,Jersey Boy Subs #001,943 E BROAD ST ,FUQUAY VARINA,27526,+19195528255,2019-09-06,8742,-78.78267467,35.59365948,M
1926000,4092014155,Subway #30454,7850-100 Alexander Promenade PL ,RALEIGH,27617,+19196080919,2004-10-12,8755,-78.7803264,35.91259169,M
1926001,4092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,CARY,27519,nan,2019-09-23,8762,-78.84865444,35.78921622,M
1926002,4092016125,PANERA BREAD #1649,7840 ALEXANDER PROMENADE PL ,RALEIGH,27617,+19192930900,2012-03-28,8766,-78.77695631,35.91424375,M
1926005,4092018351,Tropical Smoothie Cafe,817 Bass Pro LN ,CARY,27513,+19193789333,2020-04-22,8773,-78.77007317,35.83116175,M
1926009,4092016524,ARANDAS MEXICAN CUISINE,5460 APEX PEAKWAY ,APEX,27502,+19193627363,2013-10-09,8801,-78.86537597,35.73683859,M
1926010,4092013111,The Flying Saucer Restaurant,328 W MORGAN ST ,RALEIGH,27601-1369,+19198217401,2000-02-25,8808,-78.64477312,35.78005661,M
1926011,4092018098,Jersey Mike's Sub #3189,166 Cabela DR ,GARNER,27529,nan,2019-04-11,8818,-78.58356211,35.69799194,M
1926012,4092016641,DeM0'S PIZZERIA & DELI,222-121 GLENWOOD AVE ,RALEIGH,27613,+19197541050,2014-03-13,8774,-78.64733509,35.78392897,M
1926014,4092018197,Sweetberry Bowls Holly Springs,150 W HOLLY SPRINGS RD ,HOLLY SPRINGS,27540,nan,2019-10-11,8858,-78.8358869,35.65576179,M
1926015,4092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,RALEIGH,27612,+19192394114,2014-08-12,8820,-78.70374515,35.85715323,M
1926019,4092017233,ALOFT RDU REFUEL,10020 SELLONA ST ,RALEIGH,27617,+19199578523,2016-05-26,8923,-78.80779304,35.8955942,M
1926020,4092018185,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,RALEIGH,27609,+19198769901,2019-09-25,8931,-78.61262519,35.84176217,M
1926021,4092017555,NEW CHINA EXPRESS,3501 Capital BLVD ,RALEIGH,27604-3366,+19198789288,2017-03-16,8974,-78.58692952,35.82783582,M
1926022,4092015990,PORT CITY JAVA TEXTILES,1000  MAIN CAMPUS  DR ,RALEIGH,27695,+19195130823,2011-09-08,8977,-78.67967966,35.76286971,M
1926023,4092014404,CHICK-FIL-A,1460 N MAIN ST ,FUQUAY VARINA,27526,+19195771030,2005-10-18,8893,-78.76924504,35.59378425,M
1926024,4092013047,Wake Forest BP Restaurant,103 N WHITE ST,WAKE FOREST,27587-2645,+19195542294,1999-11-17,8992,-78.5093452,35.97984339,M
1926026,4092011770,Baja Burrito,2109 AVENT FERRY RD ,RALEIGH,27606-2198,+19198343431,1995-11-07,9023,-78.67605091,35.77835817,M
1926027,4092011828,Taco Bell,1384 N MAIN ST ,FUQUAY VARINA,27526-2617,+19195575283,1996-01-02,9028,-78.77420891,35.59204807,M
1926031,4092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,RALEIGH,27603,+19198599990,1996-11-07,9083,-78.71184422,35.78599343,M
1926032,4092013128,El Rodeo Restaurant,329 S BLOUNT ST,RALEIGH,27601-1803,+19198290777,2000-03-22,9102,-78.63625044,35.77567974,M
1926033,4092015353,HIBACHI JAPAN #2,4001 WAKE FOREST  RD ,RALEIGH,27609,+19198788880,2009-03-09,9107,-78.61511172,35.8362139,M
1926036,4092015352,HOLIDAY INN EXPRESS Foodservice,1014 AIRPORT  BLVD ,MORRISVILLE,27560,+19196532260,2009-03-06,9116,-78.81827441,35.85781565,M
1926038,4092018259,Las Marias Tacos Y Pupusas Restaurant ,1600 Ronald DR ,RALEIGH,27609,+19199778149,2019-12-10,9129,-78.61019076,35.83816392,M
1926039,4092010851,Parkside,301 W MARTIN ST,RALEIGH,27601-1352,+19842328969,1991-07-10,9142,-78.64378535,35.77679428,M
1926040,4092016347,TROPHY BREWING CO,827 W MORGAN ST ,RALEIGH,27603,+19198034849,2013-01-04,9160,-78.65337884,35.77970458,M
1926043,4092017213,PANERA BREAD #1869,15 CABELA DR ,GARNER,27529,+19193345762,2016-04-20,9201,-78.58701959,35.69767128,M
1926044,4092014336,Bonefish Grill,4421 Six Forks RD ,RALEIGH,27609,+19197825127,2005-06-24,9223,-78.64349886,35.84017418,M
1926045,4092016814,HARRIS TEETER #104 STARBUCKS,4093 DAVIS DRIVE,MORRISVILLE,27560,+19193800354,2014-11-19,9242,-78.85811603,35.8356265,M
1926047,4092017881,Daddy D's BBQ,1526 Broad ST ,FUQUAY-VARINA,27526,+19195526464,2018-06-20,9215,-78.80365428,35.60369755,T
1926048,4092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,RALEIGH,27609-3505,+19198780085,1993-11-29,9277,-78.62123228,35.8674499,M
1926049,4092011309,Goodberry's Creamery,1407 Garner Station Blv,RALEIGH,27603,+19197720205,1993-06-22,9275,-78.65163223,35.72484349,M
1926051,4092016789,KINGS BOWL,141 PARK AT NORTH HILLS STREET,RALEIGH,27609,+19196005700,2014-10-17,9289,-78.63884173,35.83739486,M
1926052,4092016632,Driftwood Cantina,8460 HONEYCUTT RD ,RALEIGH,27615,+19199778360,2014-02-24,9290,-78.62166097,35.89510574,M
1926053,4092013321,Legislative Office Bldg. Snack Bar,300 N Salisbury St ,RALEIGH,27603-5925,+19197156409,2001-04-30,9292,-78.63881833,35.78561791,M
1926054,4092016380,HIBERNIAN PUB & RESTAURANT,8021 FALLS OF NEUSE RD ,RALEIGH,27615,+19198030290,2013-03-01,9301,-78.62452714,35.8940443,M
1926055,4092018396,Tropical Smoothie Cafe,1264 W WILLIAMS ST,APEX,27502,+19193552522,2020-07-02,9305,-78.87327975,35.74703535,M
1926057,4092011181,NC Farm Bureau Cafeteria,5301 GLENWOOD AVE ,RALEIGH,27612-3244,+19197810547,1992-11-13,9324,-78.69211011,35.84689434,M
1926059,4092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,RALEIGH,27603,+19195771110,2013-06-13,9371,-78.71389299,35.63477583,M
1926060,4092015197,Panda Garden,5249 Sunset Lake RD ,HOLLY SPRINGS,27540,+19193605000,2008-08-12,9388,-78.79652372,35.66680054,M
1926061,4092018214,Culver's of Apex #730,1401 KELLY RD,APEX,27502,+19193725610,2019-11-04,9392,-78.89533544,35.73714061,M
1926062,4092016887,COFFEE & (METLIFE 2),201 METLIFE WAY,CARY,27513,+19195387017,2015-02-23,9399,-78.79975563,35.83005175,M
1926064,4092014398,Skipper's Fish Fry and Market,1001 E Williams ST ,APEX,27502,+19193032400,2005-09-30,9407,-78.84350423,35.7211123,M
1926065,4092014425,Greek Fiesta at Crossroads,319 Crossroads BLVD ,Cary,27518,+19198517995,2005-10-25,9410,-78.73871452,35.76064286,M
1926066,4092018400,Mookies NY Deli,1010 Tryon Village DR ,CARY,27518-7193,+19199007770,2020-07-08,9429,-78.7453538,35.74635942,M
1926068,4092014748,Jersey Mike's,701 N Main ST,FUQUAY-VARINA,27529,+19195573000,2006-10-31,9440,-78.79264626,35.59174507,M
1926071,4092018437,Noodles & Company #871,2031 CAMERON ST,RALEIGH,27605,+1919,2020-09-08,9444,-78.66025735,35.7899673,M
1926072,4092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,CARY,27511,+19193196265,2010-08-27,9445,-78.78269118,35.77098761,M
1926073,4092018300,AC Hotel Raleigh North Hills Level 7,101 PARK AT NORTH HILLS ST ,RALEIGH,27609,+19195712500,2020-01-24,9451,-78.64018999,35.83817045,M
1926075,4092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,CARY,27518,+19197814810,2015-06-22,9467,-78.76236898,35.74415808,M
1926076,4092018163,DUNKIN' #347603,13240 STRICKLAND RD ,RALEIGH,27613,+19198900089,2019-08-28,9476,-78.72644553,35.90762735,M
1926077,4092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,APEX ,27502,+19193032377,2005-05-27,9488,-78.87405733,35.74592799,M
1926078,4092017836,Market Hall,214 E. MARTIN STREET,RALEIGH,27601,+19196242168,2018-05-07,9489,-78.63599541,35.77650911,M
