"business_id","score","date","description","type"
"D5F428C0-5056-A20B-FA7F1D11A3B9EFC0","96.5","20191125","","routine"
"3A764BE4-CA94-C113-C8BF7AE564E980D6","97","20191125","","routine"
"7AB18105-0B3E-BE80-A8D22BA70F3A8FFB","97","20191125","","routine"
"496656","98.5","20191125","","routine"
"502048","98.5","20191125","","routine"
"527791","97.5","20191125","","routine"
"6238E332-5056-A20F-9E85E77BD4ECA7ED","97.5","20191125","","routine"
"7E5E24FA-EFCD-07CF-B426D3532FEFB35E","97.5","20191125","","routine"
"99198376-5056-A20B-FA15E2E81D241AFD","97.5","20191125","","routine"
"B630742D-9C49-A5F4-FC5269B15B2C8E5A","97.5","20191125","","routine"
"C43EDFD1-5056-A20F-9E2DE66B193FD32A","97.5","20191125","","routine"
"DD6FBEFB-5056-A20B-FAA13FA046D21D15","97.5","20191125","","routine"
"3C89C0D9-1422-201B-19203BCAEDDC5E7B","98","20191125","","routine"
"82E4281C-5056-A20F-9EAE63907128D36F","98","20191125","","routine"
"498181","99","20191125","","routine"
"52D95D01-5056-A20B-FAAAF1D051EAFD15","99","20191125","","routine"
"496561","92.5","20201005","","routine"
"D5A13ECD-9705-D765-A0EFFCE2FE6E5E37","93","20201005","","routine"
"28B08CC8-FA45-BE4F-3F6D2F1E2581B59A","93.5","20201005","","routine"
"501500","93.5","20201005","","followup"
"3AC3EABA-5056-A20F-9E49783B68E4B8A7","95.5","20191202","","routine"
"F1BAE4DC-5056-A20B-FA304C0A43762DDB","95.5","20191202","","routine"
"3A49C85A-5056-A20B-FA4F02E45F908B33","99.5","20191204","","routine"
"37DA7914-A95A-F50D-1EFA6E439786FED1","90.5","20191205","","routine"
"3AC4D7D2-BC97-79A0-48485507E61498AC","93","20191205","","routine"
"92036E1F-1422-201B-19326C79FCD7E517","94","20191205","","routine"
"EA4042F9-5056-A20F-9E7850A562AE00BB","94","20191205","","routine"
"982B56F2-016E-45EE-E7C62CAC1D6A1847","95","20191205","","routine"
"0686332A-1422-201B-1921E27F28651CDF","95.5","20191205","","routine"
"2763BFDF-DBFB-3451-772F0658E02CFED2","95.5","20191205","","routine"
"0B0BA906-96F4-66D7-F7BF4DEEE9CBAF21","96.5","20191205","","routine"
"19A00F33-964E-F469-F6D8426ED0A947E1","96.5","20191205","","routine"
"1CEB4EC7-3048-983B-262BB83F02B8C680","96.5","20191205","","routine"
"499855","96","20191202","","routine"
"59A1F717-F66F-4C98-15299D2C5E1C7D2B","96","20191202","","routine"
"1376F467-5F3B-FDED-BEF8FD05579810FD","96.5","20191202","","routine"
"28B08CC8-FA45-BE4F-3F6D2F1E2581B59A","96.5","20191202","","routine"
"7337EDB7-FF1F-6311-1C5CB0613EE25673","96.5","20191202","","routine"
"1211CBE6-5056-A20B-FA5CA1452FE9AB92","97","20191202","","routine"
"739F39DC-C087-6327-E4E209FFFD6E9071","97","20191202","","routine"
"497856","97.5","20191202","","routine"
"9C0C9A30-0D50-0602-DBDC1E64F81C474D","97.5","20191202","","routine"
"E0F66D30-95A0-5F1E-6803DF7B4D9628C8","97.5","20191202","","routine"
"6C63A3B0-17E2-8AFB-30AB100CB6CB1B73","98","20191202","","routine"
"6F129072-FA70-47E3-8B85-30421502C1D4","98","20191202","","routine"
"7DC63E0F-A7CA-0BFE-50A9C9AA37F5DF54","98","20191202","","routine"
"A4E85AFE-F395-E569-91FC3FE7AD5685B6","98","20191202","","routine"
"869000E7-5056-A20B-FA42A7EA56515803","98.5","20191202","","routine"
"8B9FB952-9E99-4E9C-AC26C69F6A4347D9","98.5","20191202","","routine"
"BB925336-E1B3-6DC4-B01A3FFB12A33B7E","98.5","20191202","","routine"
"324FF6A5-E5E6-778B-43F6D70143623265","99","20191202","","routine"
"494823","99.5","20191202","","routine"
"5BEC1301-19E1-4E26-8D9C-0B6C3162209C","90","20191203","","followup"
"57A2B977-5056-A20F-9E6895E27B04E5D2","91.5","20191203","","routine"
"48BB774B-5056-A20B-FACE3FD08104B82C","92.5","20191203","","routine"
"C741E74E-BF31-DDEA-5B5919C475FB2223","92","20191203","","routine"
"A990A53E-AA39-53D4-667D39C970C6A5A7","93","20191203","","routine"
"FFDDDE34-A77E-D142-07EF41B212A679BF","95","20200820","","routine"
"42FD45F8-5056-A20F-9E2162A185614BEC","99","20200820","","routine"
"9985A1EC-1496-7241-925B1496DDDB6F6D","99","20200820","","routine"
"500163","94","20191203","","followup"
"669C7B54-5056-A20B-FABF88ED30317CF5","94.5","20191204","","routine"
"43A86631-5056-A20B-FA8730EBEFEAA18C","96","20191204","","routine"
"A5112502-D12C-848A-18D9F486E7AD4D9A","96.5","20191204","","routine"
"A895103E-C654-E507-09D9DD7A9E985366","97","20191204","","routine"
"C5CBE5F9-5056-A20B-FA53389171E7F32A","97","20191204","","routine"
"A66522BE-5056-A20B-FA546441DB99FD4B","97.5","20191204","","routine"
"AAA0E9C5-C7F4-4052-8FF81F22EB7E3324","97.5","20191204","","routine"
"AE3E8EF4-EA84-FABE-73AC41F56E1B6B64","97.5","20191204","","routine"
"F1E2F300-E2A5-E19E-0BBF7C3653E97B50","97.5","20191204","","routine"
"496147","98.5","20191204","","routine"
"2F215717-CD30-B068-772E86D98ECD41C0","94","20200324","","routine"
"52E1EDE4-C4C0-8924-7F561331B7E9B01E","94.5","20200324","","routine"
"6795415F-5056-A20F-9E6BA3AB6CE5EC85","94.5","20200324","","routine"
"6C064361-FF61-3476-9C44B5A27F2E4B05","94.5","20191203","","routine"
"834A14DE-5056-A20F-9E389DA914FF003F","94.5","20191203","","routine"
"4A8135D4-5056-A20B-FA0761C28C189A36","95","20191203","","routine"
"9E413A95-5056-A20B-FA3A1568B164166A","95","20191203","","routine"
"500535","95.5","20191203","","routine"
"C20C93CB-B4C3-22BB-3581F369CF19914C","95.5","20191203","","routine"
"E503A0E9-5056-A20F-9E63451CE917C704","95.5","20191203","","routine"
"1261ED73-DBC1-8008-313493D0AD1D67F6","96","20191203","","routine"
"61F94469-5056-A20B-FA55E0367F90D86C","96","20191203","","routine"
"7C5D899D-F7E2-7ED0-3F92012D21BDFBB9","96","20191203","","routine"
"CC2A5272-5056-A20F-9EFCFFFC9E2BEAFF","96","20191203","","routine"
"D33029D2-C274-862B-43FA7850317E2FEB","96","20191203","","routine"
"F21BB839-1422-201B-1993DBD54B464EDA","96","20191203","","routine"
"F4270DB0-5056-A20F-9E8C91AFD1982077","96","20191203","","routine"
"496931","96.5","20191203","","routine"
"504242","96.5","20191203","","routine"
"D0DE0E24-5056-A20F-9ED346C889EADF34","96.5","20191203","","routine"
"28E5CC3E-0727-ABF6-35AD3834FBB39D04","97","20191203","","routine"
"35805015-928C-5F94-A53DCEAD6018F68D","97","20191203","","routine"
"3A42EBA5-E40F-DF58-19D91C836EE058E9","97","20191203","","routine"
"3B65F0E5-5056-A20B-FA440E8682F0B4AD","97","20191203","","routine"
"496275","97","20191203","","routine"
"9700D0F7-96A5-02A3-67B76F31C0216594","97","20191203","","routine"
"E78575B5-5056-A20F-9E83303016B6CFBD","97","20191203","","routine"
"EC167B9C-5056-A20B-FA7440E4F0ED842B","97","20191203","","routine"
"91B5EF34-0C5E-4143-A6A17737E86F3A17","94","20200617","","routine"
"ED9113F3-5056-A20F-9E005CEBFAD587F8","97","20191203","","routine"
"496560","97.5","20191203","","routine"
"F2052F4B-EB23-66D8-D1BA1ADE91728757","97.5","20191203","","routine"
"49CBCCF3-901C-4222-AB4D-88CE72C0FECB","98","20191203","","routine"
"500182","98","20191203","","routine"
"53B9B1FB-BF65-A222-DD838B156704194C","98","20191203","","routine"
"85C6FFE6-928B-01E4-E21348A290CA46C8","98.5","20191203","","routine"
"B299DB38-5056-A20B-FA3829604E9F3D83","99","20191203","","routine"
"CD50D406-5056-A20B-FA0DB00723BC6712","99.5","20191203","","routine"
"28F92D5D-D180-6A0F-90A902D7D37731F3","91","20191209","","routine"
"C210DA52-5056-A20B-FAEBC0201D2CB027","91","20191209","","routine"
"EC4FC28D-E0BD-8542-AB5CC495EE71B4A8","92","20191209","","routine"
"149A846C-CAB7-3886-718AD0604C4D4C34","93","20201117","","routine"
"1E61AB0D-C937-0077-106529422FECB55A","90.5","20191206","","routine"
"3E488BE4-EA58-EBB5-0F1B2A6C024A1D18","92","20191206","","routine"
"B2F62BE9-A016-A862-E05B7E3CF276BB86","92","20191206","","routine"
"3AE0645B-BDC3-4C71-0EA11FBA2440881F","93","20191206","","routine"
"496658","94","20191206","","routine"
"74AF56A9-5056-A20F-9E4AAECFD243ACD5","94","20191206","","routine"
"1EEE7FE4-DE79-1BF7-649F593EF1F6A8A5","94.5","20191206","","routine"
"A34D33D7-952F-EC08-4BF44E3BCAF3AC80","94.5","20191206","","routine"
"9FBEF838-5056-A20F-9EF35CC15F3B1438","95","20191206","","routine"
"D247568D-E927-E87E-E0C2EA0C278B96D3","95.5","20191206","","routine"
"FFDDDE34-A77E-D142-07EF41B212A679BF","96","20191231","","routine"
"620161EA-5056-A20F-9E185ECA7974C125","92","20200326","","routine"
"7D477D2E-1422-201B-19C903267A7DE8D6","96","20200326","","routine"
"E851F93F-D68D-718B-959C62A788FDD73A","96","20200326","","routine"
"A9342359-F02F-5E6F-18245DCD2D6AC023","96","20191206","","routine"
"FC3CEA1F-5056-A20B-FA13A149062831ED","96","20191206","","routine"
"1AB3AA49-A640-EBDD-FBF0B2010DDDC52A","96.5","20191206","","routine"
"496425","96.5","20191206","","routine"
"501181","96.5","20191206","","routine"
"6B497397-5056-A20F-9EFAA6B192EF0406","96.5","20191206","","routine"
"9DBDDA2D-5056-A20B-FAF6D20BA0C99AD7","96.5","20191206","","routine"
"500638","97","20191206","","routine"
"495447","97.5","20191206","","routine"
"498116","97.5","20191206","","routine"
"6A7811A4-C87A-424B-86BB-AE38C001360D","97.5","20191206","","routine"
"501483","98","20191206","","routine"
"98DA6FA5-B975-C2BB-4A9073EDF8BB0F94","98","20191206","","routine"
"AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9","98","20191206","","routine"
"270662F6-3A24-451B-A68D-D73BC0B7D700","98.5","20191206","","routine"
"497692","99","20191206","","routine"
"7FC91CE2-1422-201B-198772EE5F649716","99","20191206","","routine"
"CFFFF145-5056-A20B-FA6FE2B6C7ECDB64","99","20191206","","routine"
"1278E474-5BE8-6D81-E17BD3DD16826553","93","20191209","","routine"
"14C2A3D9-155A-12BB-0BFA978839EDDF79","93","20191209","","routine"
"BAF07C02-5056-A20F-9EED476936B9C8E8","94","20191209","","routine"
"6FC2C377-D3B7-CB33-A444EB05CEDD1207","94.5","20191209","","routine"
"8DCC5A8F-5056-A20F-9E28B702E784BDD1","94.5","20191209","","routine"
"3A9B7752-5056-A20B-FA75F27AE02F51B3","95.5","20191209","","routine"
"502013","95.5","20191209","","routine"
"5DB14464-13D8-122B-E91B13280887EA67","95.5","20191209","","routine"
"6A0567DF-9F0F-C70E-9ED738BF0D0A206D","95","20191209","","routine"
"98816E2B-5056-A20B-FA722C2956713905","95","20191209","","routine"
"0602A9F6-C40F-A0C9-46C8CFDD00DA960D","96","20191209","","routine"
"495618","96.5","20191209","","routine"
"B68BC57E-3048-94EE-98993BA5E64D02FC","96.5","20191209","","routine"
"CF96BC50-5056-A20B-FA17D07CB74F9AB1","98","20191209","","routine"
"D4071B5E-EC9F-59D4-55E7997D66100519","98","20191209","","routine"
"06CE930F-1422-201B-19E1DA19BBC31B7C","98.5","20191209","","routine"
"B1F2DF3F-AC80-F72D-2F97FD07407EB638","98.5","20191209","","routine"
"104FD68A-10FF-100C-00D0DB759282A0B7","99.5","20191209","","routine"
"498694","96.5","20191220","","routine"
"12910F57-A907-9A8A-80BADC0952CDF83E","97","20200326","","routine"
"133A8A6C-1657-ECA0-18E0DBA732B14C1E","97","20200326","","routine"
"3AF26E2F-5056-A20B-FAB42C5D85B8CDEF","97","20200326","","routine"
"500142","90.5","20191210","","routine"
"4C4819FE-B097-8B68-F1509F7E0F439013","92","20191210","","routine"
"5C06961C-BF95-3B43-415493D0133FDE77","92.5","20191210","","routine"
"5E63175D-9018-426B-8BE5-F8BB37706F27","93","20191210","","routine"
"1AE97209-DDE0-B2CA-426700A5D0510589","93.5","20191210","","routine"
"2B513A43-E231-EBD6-6BE6DBC3BB795F6B","93.5","20191210","","routine"
"4DF54B7D-5056-A20F-9E95E340D523E3AB","93.5","20191210","","routine"
"D080182E-15BB-F12B-4B7082A75E5CD6CE","93.5","20191210","","routine"
"53100450-5056-A20B-FA564C3BA89AC5D5","96","20191210","","routine"
"669C7B54-5056-A20B-FABF88ED30317CF5","93.5","20201117","","routine"
"FC742E60-5056-A20B-FA3B38EA155187B5","97.5","20201221","","routine"
"493925","94.5","20191210","","routine"
"494755","92.5","20191213","","routine"
"498427","93","20191213","","routine"
"499562","93.5","20191213","","routine"
"499702","94","20191213","","routine"
"495071","94.5","20191213","","routine"
"497257","94.5","20191213","","routine"
"00175C79-A6E9-D71E-CBE709BB1E008FD4","95.5","20191213","","routine"
"439DB8C3-5056-A20B-FA0D75B9CB35095B","95.5","20191213","","routine"
"501070","96","20191213","","routine"
"22D8D63D-0A57-E8B1-965C6448D1A3A91B","96.5","20191213","","routine"
"496700","96.5","20200922","","routine"
"57EFC210-123D-11A2-8C40138B876C2047","94","20200325","","routine"
"46B21B45-1422-201B-191ECFDB0267ADA4","94.5","20200325","","routine"
"500849","97.5","20200922","","routine"
"501564","97.5","20200922","","routine"
"18EB3428-C2F9-BDF9-F7094A13DA533646","95","20191210","","routine"
"501018","95","20191210","","routine"
"501252","95","20191210","","routine"
"527215","95","20191210","","routine"
"2C982E49-ED53-0DD6-74B60CC60602984A","97","20191213","","routine"
"0EF3D662-5056-A20B-FACA0A07BE0C8D8B","97.5","20191213","","routine"
"527104","97.5","20191213","","routine"
"E433A424-D0B9-4D6C-A39C286E1F8720F6","98","20191213","","routine"
"4EBF4325-30F9-4768-B0EC-9419085CB9D9","98.5","20191213","","routine"
"4EC409C2-0297-1C1F-EB18BA9EDC0E5037","98.5","20191213","","routine"
"5081EFD3-D713-42DB-F1166425DEDF9D97","98.5","20191213","","routine"
"8E67A5F3-04C6-F871-5AEFE1FD54DD09AD","98.5","20191213","","routine"
"495348","96","20200219","","routine"
"501801","96","20200219","","routine"
"4872CDAA-5056-A20B-FA342B55F11C8407","92","20210616","","routine"
"495224","92","20210616","","routine"
"4C9BE68D-0A79-4BF6-6F639DD656B9098B","91.5","20210616","","routine"
"65519C3D-5056-A20F-9EDD312806AFAAE9","97","20210617","","routine"
"C7199EEB-5056-A20B-FA51B94BEF424153","97","20210617","","routine"
"C52097AA-5056-A20F-9E804D22850C2FD2","97.5","20210617","","routine"
"421AF35B-5056-A20F-9E4AFA3EF0F7ABEC","99.5","20210617","","routine"
"527791","99.5","20210617","","routine"
"73F2CD02-D1AB-A53A-96EAF8CF4FFC3CB8","99.5","20210617","","routine"
"508801","92.5","20210621","","routine"
"500537","95","20210621","","routine"
"495531","98","20210621","","routine"
"B569AAB5-A9D5-6C6B-06453F69F8640D50","98","20210621","","routine"
"B7169E1A-B98D-8E97-79A29CE6712D644F","98","20210621","","routine"
"E5401410-C7DC-B8AD-4D4D25A9F3DF6CAF","98","20210621","","routine"
"B00D114C-6865-106A-9E2F97727CE9B9FE","96.5","20210820","","routine"
"FFA3FF58-C8D1-9740-1C234FE20952125B","96.5","20210820","","routine"
"AE1C1000-D64C-9CEF-F1B2C8BF12C3006C","90","20210915","","routine"
"EAE70E0B-9CBA-B697-8CA469BE81743C09","93","20210616","","routine"
"B2497819-E907-98E9-7995AF10FC94EA4D","94","20210616","","routine"
"161161D6-1749-1282-A416152A629ED0ED","95.5","20210616","","routine"
"496883","95.5","20210616","","routine"
"13D531F0-B946-12D6-78C3EC64AFE17A6D","96","20210616","","routine"
"14528769-5056-A20B-FAEA08DBD322A5A2","96","20210616","","routine"
"E8309E19-D9EF-F75D-D1B18B5C4E1092EB","96","20210616","","routine"
"501041","97","20210616","","routine"
"1AB3AA49-A640-EBDD-FBF0B2010DDDC52A","97.5","20210616","","routine"
"44B9CD46-0021-4C5B-A9FC-B2B3283BD557","97.5","20210616","","routine"
"C25D1EF1-EE87-FF02-C033DFF48441496E","97.5","20210616","","routine"
"CC650F41-5056-A20F-9E88B1E95DCFC4FB","97.5","20210616","","routine"
"501351","98.5","20210616","","routine"
"AC211C16-5056-A20B-FAF518319B72F66B","98.5","20210616","","routine"
"B9C199B9-1E7E-4DBC-850D-FF8138B721BA","98.5","20210616","","routine"
"416A120B-2A9D-4177-8833-271D14407A81","99","20210616","","routine"
"501122","99","20210616","","routine"
"CE03242B-5056-A20B-FAAA16E974522AB2","99.5","20210616","","routine"
"D95A1BD9-5056-A20F-9E3537748B90696E","99.5","20210616","","routine"
"9F249CF8-5056-A20F-9E665E153C9DD3DE","97.5","20210810","","routine"
"0D71A75D-D665-A0EF-807BCD025AE2BAEC","98","20210810","","routine"
"500051","98","20210810","","routine"
"B2F62BE9-A016-A862-E05B7E3CF276BB86","92.5","20210622","","routine"
"B2A52451-5056-A20B-FA692732B126ACAF","89","20210623","","routine"
"DEF80C17-D7B6-8283-BA9D5F676CE1CFC1","87.5","20210623","","routine"
"64FF764D-5056-A20F-9E8FC59C6CE0714B","91","20210623","","routine"
"4964C3FB-9954-7804-4B21BD0C450E5452","92.5","20210623","","routine"
"500301","94","20210623","","routine"
"56BFE69F-F1E8-BB43-6A8BB933E2AA8926","94","20210623","","routine"
"8AF5654D-58AE-42DE-8BAA-B1A8C9B99B74","94","20210623","","routine"
"B3DA2CD9-B0E7-AFB4-016E2BBD943FD161","94","20210623","","routine"
"CE4677F2-5056-A20B-FA6EAB48CF51A5F6","94","20210623","","routine"
"2433A9E0-C425-9878-8E5B8EE5BAABDEF4","94.5","20210623","","routine"
"496275","94.5","20210623","","routine"
"E735026C-5056-A20F-9E3CB3E399FA2A52","94.5","20210623","","routine"
"092CE332-5056-A20F-9E7DFF0F18022DB7","95","20210623","","routine"
"2A3DC8CF-D36B-3C6A-42A59ECCAA49586C","95","20210623","","routine"
"4DB25BA4-3918-4131-B416-38E95B9B1B89","95","20210623","","routine"
"500142","95","20210623","","routine"
"AF381045-EE73-B4C1-B6DC845E99BBF284","95","20210623","","routine"
"501323","95.5","20210623","","routine"
"961C4003-AAB8-B024-F6FE8FA43C8A5AE7","99","20210728","","routine"
"846B68F7-5056-A20F-9EEB4409B06C05E5","93","20210622","","routine"
"501977","93.5","20210622","","routine"
"519497","93.5","20210622","","routine"
"4A446FB0-C556-A9B2-7FAD6972913FE7F6","95.5","20210622","","routine"
"512649","95.5","20210622","","routine"
"87B9E230-FE4B-33AB-11D272745EB27544","95.5","20210622","","routine"
"495521","96","20210622","","routine"
"E949D7BA-14B4-8FF9-3762F11A427F464C","96","20210622","","routine"
"495348","96.5","20210622","","routine"
"962FB7CA-B38C-CBA6-B877AA0BBA7F8416","96.5","20210622","","routine"
"A5899188-F7A2-50DA-C26454B0C02C35F7","96.5","20210622","","routine"
"499527","97","20210622","","routine"
"527174","97","20210622","","routine"
"71C86102-5056-A20F-9EC63F9737F95FDC","97","20210622","","routine"
"6B497397-5056-A20F-9EFAA6B192EF0406","97.5","20210622","","routine"
"A16C12F5-5056-A20B-FA61501273234A41","97.5","20210622","","routine"
"23CA3B8C-9859-368E-57F5758633C91E97","98","20210622","","routine"
"73560436-D3FE-79D5-07662DF5295F46A2","98","20210622","","routine"
"8B4EFBF0-5056-A20B-FA6F37005D87831B","98","20210622","","routine"
"8DB22C43-9CDF-6821-6EBAD0252AF0813F","98","20210622","","routine"
"1AF3BE99-9B8C-A5C6-34355B882EF99F25","98.5","20210622","","routine"
"494971","98.5","20210622","","routine"
"D903AC12-5056-A20F-9E99BB00C17EF1C7","99","20210622","","routine"
"F1E2F300-E2A5-E19E-0BBF7C3653E97B50","99","20210622","","routine"
"ACBB2A8B-9D65-E85D-6633DB6BFDA1EBA4","95.5","20210623","","routine"
"497544","96","20210623","","routine"
"946B5DA7-5056-A20B-FA20AAD2AA246730","96","20210623","","routine"
"18EB3428-C2F9-BDF9-F7094A13DA533646","96.5","20210623","","routine"
"0C2C5E3B-5056-A20B-FADB30D2B1E4C61B","97","20210623","","routine"
"D5233495-A2DD-396E-EE2183589A3E5969","97","20210623","","routine"
"00B04DD1-E248-6B7D-3BD1B8F328D09497","97.5","20210623","","routine"
"0FC9F1BC-5056-A20F-9EDB476FA78A7218","97.5","20210623","","routine"
"20C92572-EE38-69EF-5D9980D4DD49FF33","97.5","20210623","","routine"
"D8D373E1-3048-9933-80598190D171A8F1","97.5","20210623","","routine"
"DB55B764-5056-A20F-9EB9815BF95E5A44","97.5","20210623","","routine"
"6A56D3A6-39B8-4C77-937C-52314066870C","98","20210623","","routine"
"DAE01440-5056-A20F-9ECDA608AF8FA09C","98","20210623","","routine"
"0AFC5D23-5056-A20B-FAB23EB114933E9B","98.5","20210623","","routine"
"0B48F058-5056-A20B-FA1773C2118CFC5D","98.5","20210623","","routine"
"1B300C79-C3AF-D6DE-0411D4101F33E68C","98.5","20210623","","routine"
"501020","98.5","20210623","","routine"
"9EC4C9D0-AE3B-CB27-94F9CEC42B09A147","98.5","20210623","","routine"
"F1BAE4DC-5056-A20B-FA304C0A43762DDB","98.5","20210623","","routine"
"974C47E4-C3D5-453D-EF90470F84914289","99","20210623","","routine"
"9870300B-B8F1-F848-101919B9CAFFE13E","99","20210623","","routine"
"CB89A85B-5056-A20B-FA89D022F83D8C7D","99","20210623","","routine"
"527915","99","20210624","","routine"
"D9A519C3-BABD-38C6-FE7C32A1C9864858","93.5","20210625","","routine"
"C1835816-C6CA-8A1C-320413CDD05AB2FF","94","20210625","","routine"
"9C72225C-5056-A20B-FA0730B84A645187","95","20210625","","routine"
"AE2466E9-5056-A20B-FA19806ED3A64E9A","98","20210625","","routine"
"58BEA4B8-CDCC-1561-72871128F282DD4F","98.5","20210625","","routine"
"E31AAA16-D6D1-42A5-96EA-C0F0400D973F","99.5","20210625","","routine"
"4B74B575-B537-DDAF-50BC7C906276C0D6","90.5","20210628","","routine"
"128D0F7E-5056-A20F-9E02EAFD485B7FB5","94","20210628","","routine"
"9B42E620-E415-F0F9-DC121151557DC3AD","94","20210628","","routine"
"522369C5-0B21-32F8-19997B6DEE897B7A","95.5","20210628","","routine"
"498463","98.5","20210810","","routine"
"121B4F3B-1289-AA2E-4A2513621F4F6FD8","93.5","20210907","","routine"
"503762","95","20210907","","routine"
"66E35B96-5056-A20B-FABA74EBA33677F6","95","20210907","","routine"
"4C292B24-5056-A20B-FA13F4C877EAA531","96.5","20210628","","routine"
"68F0FE97-EF4B-3983-29E80D6C59FE0D7A","96.5","20210628","","routine"
"916E35E1-FF9C-1407-F68010C85D5D3FF0","96.5","20210628","","routine"
"500946","93.5","20210701","","routine"
"28E5CC3E-0727-ABF6-35AD3834FBB39D04","97","20210701","","routine"
"1B628540-DFB8-4472-BE0FFD91A891C4F8","99.5","20210701","","routine"
"93944C5C-FF92-464D-5B5771FCF870A827","99.5","20210701","","routine"
"10059478-C540-1703-0F2CFAA3AD7FFDD8","96.5","20210706","","routine"
"498437","96.5","20210706","","routine"
"581C68B0-C10E-B324-2E1BC857D5B20CE5","96.5","20210706","","routine"
"527355","97","20210706","","routine"
"AD69CE69-F091-4810-8BF4-FC8ADC5A68FF","97","20210706","","routine"
"FF085A3D-DC98-E4CF-79262C24B0DD7304","97","20210706","","routine"
"DAB19450-94FE-B2EB-6374157B884A8BA5","98.5","20210706","","routine"
"CE4378E9-BD4D-B10F-389952392A35CECC","99","20210706","","routine"
"F4D55637-6DF0-1295-76C915D717D9874B","98","20210805","","routine"
"3BA4F437-5056-A20B-FA45AF837F12FF31","98.5","20210805","","routine"
"496986","99","20210805","","routine"
"497184","97.5","20210628","","routine"
"A19C1875-5056-A20B-FA63F67311FB1BE1","97.5","20210628","","routine"
"C87D583C-5056-A20B-FAE26AA0B284ED07","97.5","20210628","","routine"
"D3164269-AD6A-B4F9-0E269F870E401D12","99.5","20210706","","routine"
"67D7EE5C-B1C4-5453-18220B7A994B16DA","95.5","20210709","","routine"
"05A78428-BFCE-4CAD-787F8DCBDA1A8436","96","20210709","","routine"
"3782B4D6-B699-79F4-B35186811AC953D0","96","20210709","","routine"
"495259","96","20210709","","routine"
"E735026C-5056-A20F-9E3CB3E399FA2A52","97","20210709","","routine"
"8590A8D1-9378-4FC1-8330-0A174D0ECE7C","97.5","20210709","","routine"
"71A22E33-5056-A20B-FADD67820291D5B2","99","20210709","","routine"
"7FA73066-316B-4DDB-A531-28D1329990F6","99","20210709","","routine"
"78F7F17D-5056-A20F-9EE5A8592CF0A20F","93","20210712","","routine"
"857B5B27-78A1-4527-B804-E6B6831B5C9F","93","20210712","","routine"
"140C04E7-5056-A20B-FAACA5F5F308ED26","99.5","20191217","","routine"
"501272","99.5","20191218","","routine"
"4698EFA2-5056-A20F-9E5A5AB40D6A5591","88","20191220","","routine"
"495442","95","20191220","","routine"
"496775","95","20191220","","routine"
"A189DAFF-1569-1909-365419F09D361ECF","95","20191220","","routine"
"943AE80A-F677-7475-A43E385C69020558","96","20191220","","routine"
"500897","97","20191220","","routine"
"85D833CF-FDFF-9439-98564AD9BC527E5C","97","20191220","","followup"
"500182","98","20200422","","routine"
"501369","98","20200422","","routine"
"420AC9D5-5056-A20F-9EDC8223EA44DD65","99.5","20201124","","routine"
"498404","90.5","20210430","","routine"
"B691B1AE-3048-983B-2647A091CB4DA7BB","95.5","20191219","","routine"
"B7697E46-5056-A20B-FA0F98A7D3DA86C4","96","20191219","","routine"
"D465AE6F-D5C1-B732-EF07F0FBE88F1806","96","20191219","","routine"
"AE1442A9-5056-A20B-FAE4EDB428BA87B9","96.5","20191219","","routine"
"EF7B42A3-A44E-F1DC-0E5546757BEDA8B5","96.5","20191219","","routine"
"340FB9D2-1422-201B-198FB6B5B3878B95","97","20191219","","routine"
"93F6A569-0C60-5C55-DFD0BD4C91B2D857","97","20191219","","routine"
"B5280725-F10F-C10E-C95B98B5087D511C","97","20191219","","routine"
"E1FE0C91-D499-86BA-B2E6F281EBC1A18D","97","20191219","","routine"
"F4D55637-6DF0-1295-76C915D717D9874B","97","20191219","","routine"
"07AF62B1-CFE4-B82A-57CE42A324E9E64E","95.5","20191223","","routine"
"353D2A79-5056-A20B-FAA3C785338DC09D","95.5","20191223","","routine"
"409DB153-3048-98E5-1A02D6B4F6C6C791","97.5","20191219","","routine"
"41ECD187-43FC-415F-A7A3-5F970C3B447F","97.5","20191219","","routine"
"B857FD4F-BB00-BAAC-FE200E11F32E3BE2","97.5","20191219","","routine"
"735A2B2D-F21B-6051-7256149BF4F20425","98","20191219","","routine"
"816A0E76-5056-A20F-9ED1102146AE3B43","98","20191219","","routine"
"8394B0F6-5056-A20F-9E830EB4074D3976","98","20191219","","routine"
"D7957F32-BC69-B536-67C88A922DB9D422","98","20191219","","routine"
"495589","98.5","20191219","","routine"
"54C12624-9A29-698F-28636E6E0F4F9B45","99","20191219","","routine"
"D91AF97A-5056-A20F-9E60381E8F3DA9A3","99","20191219","","routine"
"1B628540-DFB8-4472-BE0FFD91A891C4F8","99.5","20191219","","routine"
"8C8FBAF0-CA67-F6C5-9F549B87BFED91E8","99.5","20191219","","routine"
"379F8B66-AF7B-47E2-316EF1354E6C4F73","93.5","20191231","","routine"
"500672","93.5","20191231","","routine"
"25E2930C-5056-A20B-FA789CBF5EF2E5AB","98","20191220","","routine"
"501744","98","20191220","","routine"
"B00D114C-6865-106A-9E2F97727CE9B9FE","98","20191220","","routine"
"496636","98.5","20191220","","routine"
"7F1101EA-5056-A20B-FA1C0B2D212694C3","98.5","20191220","","routine"
"9511CCF6-F9CE-23E5-5A30891AF1AB8481","98.5","20191220","","routine"
