"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"000D0B7A-3048-98E7-046FBA1DC52B6D55","SUBWAY #12460","706 W PEACE ST ","RALEIGH","NC","27605","","","19198340605"
"00365192-A8F6-87E1-4D85FECDC569C6AB","CHECKERS PIZZA","2810 HILLSBOROUGH ST ","RALEIGH","NC","27607","","","19198326522"
"003B5816-EB2D-98FB-BB9A47422343117B","AVIATOR TASTING ROOM","209 TECHNOLOGY PARK  LN ","FUQUAY VARINA","NC","27526","","","19195672337"
"0046D7E0-5056-A20B-FA728F89DE72F101","TAMARIND","8531-109 BRIER CREEK PKY ","RALEIGH","NC","27617","","","19194063473"
"004B7CC3-9291-1A30-0887F2F9A7C9FEE5","Johnny's Pizza","1763 W Williams ST","APEX","NC","27523","","","111111111111111"
"0058F839-5056-A20B-FA849E6EB517DE0E","THE FALCON'S NEST AT ST. AUGUSTINE","1315 OAKWOOD AVE ","RALEIGH","NC","27601","","","19198217646"
"008A6B72-E823-5930-B24407ED48C781C8","ELEVATION BURGER","8301 BRIER CREEK  PKY ","RALEIGH","NC","27617","","","19199992774"
"00BF7B62-5056-A20B-FADB5F6951EC30EC","THE 19TH HOLE","1527 TRYON RD ","RALEIGH","NC","27603","","","19197729987"
"00CE5345-0311-776C-22695D158EEEA36E","LATIN QUARTERS","7335 SIX FORKS  RD ","RALEIGH","NC","27615","","","19199008333"
"00D18CF6-A9E0-C802-4912244307982DE1","DUNKIN DONUTS/BASKIN ROBBINS #331785","7137 KNIGHTDALE BLVD ","KNIGHTDALE","NC","27545","","","19192179603"
"00FC2D97-FE0A-549D-150427A6BFD57253","CLARK DINING HALL","221 JENSEN  DR ","RALEIGH","NC","27695","","","19195134680"
"00FF7E07-D5C4-3000-995FAB448FED097D","McKimmon Corner Cafe","1101 GORMAN ST ","RALEIGH","NC","27695","","","19195158259"
"0101A22A-D384-15BD-CA44676FD691DEA0","Pizza Hut # 1101","3691 NEW BERN  AVE ","RALEIGH","NC","27610","","","19199008096"
"010EBE88-D265-AB66-7F9392ED1ABEA2FC","DAILY PLANET CAFE","11   W JONES ST ","RALEIGH","NC","27601","","","19197078060"
"011A703F-D8CE-C53D-62B3073DF4809ED4","GROCERY BOY JR","1912 W GARNER RD ","RALEIGH","NC","27529","","","19197725018"
"011EC6C8-EDD1-F08B-9F20505CA13E6374","FITZGERALD'S SEAFOOD RESTAURANT #1","308 SOUTHTOWN DR ","ROLESVILLE","NC","27571","","","19195623474"
"0124B480-C0F4-15B8-6D8AE96D00E0EB92","WAKE COUNTY DETENTION CENTER KITCHEN &amp; STAFF KITCHEN","3301 HAMMOND RD ","RALEIGH","NC","27603","","",""
"012BD35B-E1D0-BE1F-ED0468117DE14D50","PEACE CHINA","13220 Strickland  RD ","RALEIGH","NC","27613","","","19196769968"
"012DAC8C-F601-1833-85FAF965A9614205","SAMI'S SUBS &amp; MORE","10924 LEESVILLE RD ","RALEIGH","NC","27613","","","19198484787"
"01351F31-B3E9-348D-50CFFEE9ADAB2D18","HIBACHI 88","3416 POOLE RD ","RALEIGH","NC","27610","","","19192311688"
"014B14FD-B51C-8ADB-46806034E1BB70BB","PDQ WAKE FOREST","11690 NORTHPARK DR ","WAKE FOREST","NC","27587","","","19196484221"
"01852ACE-EDC8-958E-AFD055101633F2B3","SONIC DRIVE IN #6020","1925 S MAIN ST ","WAKE FOREST","NC","27587","","","19195541209"
"0191C04D-5056-A20B-FA179DF377F55536","COSTCO WHOLESALE #1206 FOOD COURT","1021 PINE PLAZA DR ","APEX","NC","27523","","","19193316035"
"01B874C7-5056-A20B-FAC01F14B4F6B8F2","DUCK DONUTS","8323 CREEDMOOR RD ","RALEIGH","NC","27613","","","19198478300"
"01CD8DA3-5056-A20B-FA3443A0195B59FD","RALEIGH RAW","7 W HARGETT ST ","RALEIGH","NC","27601","","","19194000944"
"01F7A0CB-0C0D-0E4F-4EE88C06A8A77091","Tremor","410 GLENWOOD AVE ","RALEIGH","NC","27603","","","19198335535"
"0220E23A-979D-5164-7BE7FC6D0623360A","D'ANDREA'S DELI GRILL &amp; BAKERY","114 GRAND HILL PL ","HOLLY SPRINGS","NC","27540","","","19193212010"
"02AEBFE0-016D-48A0-929B27B0249E171D","SERGIO'S","7440 LOUISBURG RD ","RALEIGH","NC","27616","","","19198763116"
"03CAD712-A908-077C-063797A421C4A6EA","Linus &amp; Pepper's","126 S SALISBURY ST ","RALEIGH","NC","27601","","","19196492154"
"03D0B869-9790-0CB6-E27EB9965164CF3C","TRIBECA TAVERN","6004 FALLS OF NEUSE  RD ","RALEIGH","NC","27609","","","19197909992"
"03D87387-B1D6-0FC2-D98EF338C873D571","Primo Pizza NY Style","682 CARY TOWNE BLVD ","CARY","NC","27511","","","19193802729"
"03EAC77E-F639-BDD0-9AEA1321571A2A41","HARVEST SUNDRIES &amp; DELI","411 FAYETTEVILLE ST ","RALEIGH","NC","27601","","","19198329720"
"0437B855-D417-62F4-46391C43BC92F92A","Antonio's Gourmet Market & Papas","8460-112 HONEYCUTT RD ","RALEIGH","NC","27615","","","111111919887"
"04551FB6-5056-A20B-FA6FAC0A59E74340","DUNKIN' DONUTS #348417","3817 WESTERN BLVD ","RALEIGH","NC","27606","","","19198586501"
"04C66772-F34C-47FE-DF7C7422B3AAD872","BOTTLE MIXX","8111 CREEDMOOR RD ","RALEIGH","NC","27613","","","19196151703"
"04CC8E58-9ACE-3DC6-F01DF61775A1CB9E","WHITE STREET BREWING CO","218 S WHITE ST ","WAKE FOREST","NC","27587","","","19196479439"
"04D9B05A-C331-5A52-99122FA35457268C","CAFE SOO","2106  HILLSBOROUGH ST ","RALEIGH","NC","27607","","","19198342244"
"04DDFEB1-D595-D3B0-5236A77C1D38FC6E","FOUR BROTHERS PIZZA","3919 NEW BERN AVE ","RALEIGH","NC","27610","","","19192310003"
"04E10D16-9130-8BD5-E43CEB3D7DE37DC5","Sukhadia's Indian Cuisine","6715 Hillsborough Street","RALEIGH","NC","27606","","","19193891200"
"04E30B2B-A07E-2422-F0D9EDF0B772198B","WENDELL MART","2901 WENDELL BLVD ","WENDELL","NC","27591","","","19193656686"
"04EDD59D-EE66-E1B1-0B60F2C425C9662E","SUBWAY","1561 E WILLIAMS ST ","APEX","NC","27539","","","19193677785"
"04F3E596-B231-1D03-93F1694D92A5F804","BROOKS STREET BOWL","413 BROOKS  ST ","WAKE FOREST","NC","27587","","","19194881651"
"04F99854-009D-5139-7286AC66B1ED4DAF","DICKEY'S BARBECUE PIT #413","6552 GLENWOOD  AVE ","RALEIGH","NC","27612","","","19194363995"
"05008F2F-FCE8-88F4-5F095F39D806CD3D","THE YARD HOUSE #41","4208 SIX FORKS  RD ","RALEIGH","NC","27609","","","19198812590"
"05781571-D58F-1EE2-DB40597F49D3EEEB","SLICE OF NY PIZZA","2045 CREEKSIDE LANDING DR ","APEX","NC","27502","","","19193870500"
"0579154B-C7A1-D375-27348090C7400D84","One Whirled Cafe","3652 Rogers Road","WAKE FOREST","NC","27587","","","19195621118"
"05B2BE11-058B-AB3D-017B2DEC467345CE","Crafty Beer Shop","8450 Honeycutt Road","RALEIGH","NC","27615","","","19197030874"
"05F4A2BC-9EA6-C527-77B0AB8B1405469E","FRESCA CAFE' AND GELATO","302 COLONADES  WAY ","RALEIGH","NC","27518","","","19198518171"
"05FC4828-D045-412A-668B9DA54E40F115","FLYING BURRITO","4800 GROVE BARTON RD ","RALEIGH","NC","27613","","","19197852734"
"0602A9F6-C40F-A0C9-46C8CFDD00DA960D","RUCKUS PIZZA PASTA &amp; SPIRITS #3","1101 MARKET CENTER  DR ","MORRISVILLE","NC","27560","","","19193883500"
"06051288-0BE6-6884-8493B3CB6CA929B8","China Wok","7440-143 Louisburg RD ","RALEIGH","NC","27616","","","19198629898"
"06120DD7-0E13-3205-5876E4A445033F6F","COMFORT INN FUQUAY VARINA BREAKFAST","7616 PURFOY RD ","FUQUAY VARINA","NC","27526","","","19195579000"
"061DBBC8-951E-4450-FE2D44BF5214156E","NET APP CAFE BLDG3","7301 KIT CREEK RD ","MORRISVILLE","NC","27560","","","19194765671"
"062A6A30-E1F1-135E-559A847185DBD6FB","SUGARLAND","2031 CAMERON ST ","RALEIGH","NC","27605","","","19198352100"
"065B70C3-5056-A20B-FA23A6C8033B0DD7","HWY 55 OF APEX","802 PERRY RD ","APEX","NC","27502","","","19193033533"
"0686332A-1422-201B-1921E27F28651CDF","Subway #41217","8410-140 Louisburg RD ","RALEIGH","NC","27616","","","19192660300"
"06CE930F-1422-201B-19E1DA19BBC31B7C","Michelangelos","7280 GB Alford  HWY ","HOLLY SPRINGS","NC","27540","","","19195574992"
"079E6726-EAF9-7770-92537BA708A7D696","Mackey's Pub","2101 S Main  ST ","WAKE FOREST ","NC","27587","","","19195625570"
"07AF62B1-CFE4-B82A-57CE42A324E9E64E","POLAR ICE HOUSE","1410 BUCK JONES RD ","RALEIGH","NC","27606","","","19194602756"
"082054EE-036C-19FC-4F864F10D111D508","TGI Friday's","2002 Kildaire Farm RD ","CARY","NC","27511","","","19192338883"
"085BF69A-3048-983B-2641CA581B73E5BF","FLIK INTERNATIONAL AT FIDELITY","11000 WESTON PKY ","CARY","NC","27513","","","19194589264"
"087D3E93-D57B-FAA4-E8C47A3916C49EDA","The Grille At Goodnight's & Goodnight's Comedy Club","861 W Morgan ST ","RALEIGH","NC","27603","","","111111111111111"
"08A5D2BA-3048-9838-FC96F889B762BA98","Rush Lounge","7361 SIX FORKS RD ","RALEIGH","NC","27615","","","19198484782"
"08B080BE-95E8-63F4-3A3FB5E8F57CEE9F","Carillon Assisted Living of Knightdale Dining","2408  HODGE RD ","KNIGHTDALE","NC","27545","","","19192666676"
"08BE77F0-BD78-5B44-23A13EBF2F5FB0C4","PIEBIRD","618 N PERSON ST ","RALEIGH","NC","27604","","","19195087612"
"08C8DB62-F40E-0251-F00B00951468069F","SAS BUILDING C CAFE","820 SAS CAMPUS DR ","CARY","NC","27513","","","19195318651"
"08FB1466-DF49-AD63-9BAD02404B09A9C0","SUBWAY #50592","601 N MAIN ST ","HOLLY SPRINGS","NC","27545","","","19195574411"
"09001E9C-D5DC-8D29-3B8577684E81ADD8","ANZIO'S PIZZA","252 SOUTHTOWN CIR ","ROLESVILLE","NC","27571","","","19195548881"
"09064FBA-F51A-70A9-5EF49F9709F54CDC","THAI CAFE #2","3309 ROGERS RD ","WAKE FOREST","NC","27587","","","19194531679"
"0955966E-B707-AD2C-284027D6708858FD","El Tapatio #4","4511 New Bern AVE","RALEIGH","NC","27610","","","19192559161"
"09C7AEAE-E078-149F-E8394F82D33BE4FC","Wendy's #11610583","4023 Davis DR","MORRISVILLE","NC","27560","","","19194603966"
"09CD5F39-BB6A-3A29-5521E52514E45641","Red Dragon","4051 Davis DR","MORRISVILLE","NC","27560","","","19193881836"
"09DD3249-C3D9-D51B-CDC29F7B05CA93DF","NIGHT KITCHEN BAKERY","10 W. FRANKLIN STREET","RALEIGH","NC","27604","","","19842328907"
"09F0350C-DCDB-B721-22A3A56A050176ED","HARRIS TEETER #257 STARBUCKS","2080 KILDAIRE FARM ROAD","CARY","NC","27518","","","19192339483"
"0A0205D6-9B17-15A1-A3CE3BE3FCCB54EA","TAZIKI'S RTP","7161 O'KELLY CHAPEL ROAD","CARY","NC","27519","","","19193712693"
"0A13BA57-C174-0E85-6B07EA03485E77D6","ACRO CAFE","11 W JONES ST ","RALEIGH","NC","27601","","","19197337450"
"0A34A22A-1422-201B-19C3CA251CE423A7","BRUEGGERS BAGELS #24","6274 GLENWOOD AVE ","RALEIGH","NC","27612","","","19198812626"
"0A45A024-1422-201B-19D5ABA79D67ACF5","BRUEGGERS BAGELS #143","7550-106 CREEDMOOR RD ","RALEIGH","NC","27613","","","19198484902"
"0AAFCC59-CA38-9890-89731E940F61BA1F","Cantina 2 twenty five","225 N. SALEM STREET","APEX","NC","27502","","","19194463366"
"0ADF44D6-945D-E172-89AC65F2DFE2C98B","HYATT HOUSE FOOD SERVICE","10962 CHAPEL HILL RD ","MORRISVILLE","NC","27560","","","19193885355"
"0AF8005B-CE16-CCE0-932AFBE166566596","WING STOP #816","7880 ALEXANDER PROMENADE PLACE","RALEIGH","NC","27617","","","19192373919"
"0B0F9737-D86D-0F22-B093900D48E2C603","SMASHBURGER","6679-105 FALLS OF NEUSE ROAD","RALEIGH","NC","27615","","","19198709230"
"0B2C513A-A8D1-22A5-27B591901FCF70F5","CHICK-FIL-A #2181","801 VILLAGE WALK  DR ","HOLLY SPRING","NC","27540","","","19195670060"
"0B381E71-ADE8-82F3-FC739593FA1C1AC3","Bojangles #5","3301 S Wilmington ST ","RALEIGH","NC","27603","","","19197724512"
"0B4D3655-9183-E0D4-0A8CDF1A87CBBD98","TIJUANA FLATS #138","1310 E MILLBROOK RD ","RALEIGH","NC","27609","","","19197906409"
"0B61CA48-DE79-9641-365232D17ECEDF22","TROPICAL SMOOTHIE 020 NC","817 BASS PRO LN ","CARY","NC","27513","","","19193789333"
"0B8CAD6F-9F39-6789-01B377329CF62C1A","MoonRunners Saloon","1506 US 70 HWY W ","GARNER","NC","27529","","","19196625119"
"0B9E3D12-B11A-1C55-EB0FCC2E3CD46B23","EURO CAFE","2101 S MAIN ST ","WAKE FOREST","NC","27587","","","19197615002"
"0C5157D2-CADC-8E92-01BEB1637A2B053F","Keith's BBQ and Catering","13037 Keith Store  RD ","WAKE FOREST","NC","27587","","","19196186211"
"0CE3979B-A039-CFC3-6B304DD3542E0063","TAQUERIA CINCO DE MAYO","2259 New Hope Church RD ","RALEIGH","NC","27604","","","19194224933"
"0CE827B2-FB6C-25E8-380B5FB77583D6F5","Dunkin Donuts-Baskin Robbins PC#342343","2316 Hillsborough St Ste 106","RALEIGH","NC","27607","","","19198385255"
"0CEBE91D-EDAB-D86D-EBC7B29B3EBEF7EF","LITTLE HEN","5160 SUNSET LAKE  RD ","APEX","NC","27539","","","19193630000"
"0CF9098D-D402-284E-2FA0C5F24F9614D3","JASMIN BISTRO","3801 HILLSBOROUGH ST ","RALEIGH","NC","27607","","","19198351626"
"0D049F23-D914-645B-5BBE16D45F81FC73","TENKO JAPAN","6325 FALLS OF NEUSE  RD ","RALEIGH","NC","27615","","","19198764545"
"0D0D9797-A3E9-42A7-C99E0AF1DFCD579A","WILD WING CAFE","2300 WALNUT  ST ","CARY","NC","27518","","","19198030578"
"0D17A191-EA58-02A6-1C12593EEF72A0B7","Pruitt Health - Raleigh Dining","2420 Lake Wheeler RD","RALEIGH","NC","27603","","","19197550226"
"0D71A75D-D665-A0EF-807BCD025AE2BAEC","BISCUITVILLE #184","4305 FAYETTEVILLE RD ","RALEIGH","NC","27603","","","19198038112"
"0D781320-0196-91B6-45AA697DB1F4C78C","DUNKIN DONUTS 348408","13600 NEW FALLS OF NEUSE RD ","RALEIGH","NC","27614","","","19195560335"
"0D86CC38-90AB-504B-CFE662D40469FA11","Zoes Kitchen","1028 OBERLIN RD ","RALEIGH","NC","27605","","","19198380909"
"0F37B006-D4E2-7054-55DA2C161E83A4F1","FRESH AND FRY SEAFOOD","2822 NEW BIRCH  DR ","RALEIGH","NC","27610","","","19196152898"
"0F4A8769-E8E3-7D8E-4F40C8675263904D","THE LATIN CORNER","421 CHAPANOKE RD ","RALEIGH","NC","27603","","","19192648584"
"0F7B6ECB-A771-FCF4-C152187E370E220E","Crazy Fire Mongolian Grill #8","7201 Old Wake Forest RD ","RALEIGH","NC","27616","","","19198769000"
"0F8E60EF-FA47-2FA8-36EBB349C4007C6F","FIREWURST","823 BASS PRO  LN ","RALEIGH","NC","27513","","","19192340822"
"0FCF1A50-B262-BB45-84CBD85EF5804DB5","Shuck'em Shack","1177 TIMBER DR E ","GARNER","NC","27529","","","19197727035"
"0FECEB45-B2AE-76E8-77671B9858BA5FD6","Rudinos's Pizza &amp; Grinders Sports Corner","3101-101 EDWARDS MILL RD ","RALEIGH","NC","27612","","","19197864235"
"10059478-C540-1703-0F2CFAA3AD7FFDD8","BRAVO'S MEXICAN GRILL","208 GRANDE HEIGHTS DR ","CARY","NC","27513","","","19194813811"
"100B15EA-15E7-74FA-752DECAD5927606A","PHO CALI","3310 CAPITAL  BLVD ","RALEIGH","NC","27604-3340","","","19198787898"
"100F694A-86A1-1842-7C1118D2F49043EE","MCDONALDS #32242","7100 GB ALFORD HWY ","HOLLY SPRINGS","NC","27540","","","19195524071"
"10127DC9-0238-9FD7-DCABFDBB56041886","UNCORKED","105-111 SHADOWLAWN DR ","RALEIGH","NC","27614","","","111111119198"
"102567C8-158A-D963-9E3C131A45EECF63","Arby's #6554","1031 Harrison AVE ","CARY","NC","27513","","","19194691887"
"10260","ROLY POLY","201  E HARGETT ST ","RALEIGH","NC","27601","","","111111111111111"
"10268","Umstead Hotel & Spa Pool Bar","100 Woodland Pond DR ","CARY","NC","27513","","","111111111111111"
"102BD5D6-9918-1501-C0F310627A616BAB","GOLDEN CHINA CHINESE RESTAURANT","2432 SW CARY PKY ","CARY","NC","27513","","","19193807891"
"1030ABD8-A8BB-ED7D-5D3813B21B3A6BF4","Rudino's","5217 Sunset Lake RD ","HOLLY SPRINGS","NC","27540","","","111111111919"
"104FD68A-10FF-100C-00D0DB759282A0B7","GINO'S PIZZA","6260 GLENWOOD AVE ","RALEIGH","NC","27612-2650","","","19197837555"
"10526","Capital Cabaret","6713 Mt Herman  RD ","MORRISVILLE","NC","27560","","","111111111111111"
"10561","C. GRACE","407 GLENWOOD AVE ","RALEIGH","NC","27603","","","111111111111111"
"10626B94-E736-E0A3-C0AAC0FC7FDC80D8","CAPPOLLA'S PIZZA &amp; GRILL","2462 WALNUT ST ","CARY","NC","27518","","","19198547777"
"106E3C03-EFF1-EF8E-D1429DE4181BAB2F","Chick-fil-A #792","6701 FALLS OF NEUSE RD ","RALEIGH","NC","27615-5373","","","19198454556"
"1071EE5E-1226-9DA3-B05A180D943822C3","WAFFLE HOUSE #378","3909 HILLSBOROUGH ST","RALEIGH","NC","27607-5217","","","19198331247"
"10799","FLASHBACKS SPORTSBAR & LOUNGE","4004 CAPITAL BLVD ","RALEIGH","NC","27604","","","111111111111111"
"107A6D1D-103F-C532-FBE5DA646999368F","KOKO's Italian Kitchen","8306 Chapel Hill RD ","CARY","NC","27513","","","19194613882"
"108727C3-DF68-9215-BAE94296FF9EDA15","CLYDE COOPER'S BARBECUE","327 S WILMINGTON ST ","RALEIGH","NC","27601","","","19198327614"
"1089EAE9-91A5-E568-D745DD9818CEB333","NEW RAINBOW CHINESE RESTAURANT","3427 N Main ST ","FUQUAY-VARINA","NC","27526","","","19195678272"
"10972","THE GREAT","243 GRANDE HEIGHTS  DR ","CARY","NC","27513","","","111111111111111"
"10AAB7A0-568B-ED86-1C7A14F3077A78C9","Daly Cafe and Pub at Holiday Inn","930 Airport BLVD ","MORRISVILLE","NC","27560","","","19194651910"
"10B95BE1-C6ED-6ED7-77651B9EDEF0A73C","RANDY'S PIZZA","2458 WYCLIFF RD ","RALEIGH","NC","27607","","","19193225990"
"10B98070-D0B7-842B-F98616B45457ED55","HWY 55 BURGERS SHAKES & FRIES","3421 N MAIN ST ","FUQUAY VARINA","NC","27526","","","111111111111111"
"10CCCF7C-1447-1195-3E3A106F4313A94F","RED BOWL ASIAN BISTRO","2020 BOULDERSTONE WAY ","CARY","NC","27519","","","19193889977"
"10D20211-F51D-C965-289835667F477C67","MASSEY'S OLE TIMEY HOT DOGS","107 S FIRST AVE ","KNIGHTDALE","NC","27545","","",""
"10D8C2DC-15E0-B1E5-8A51E3137020AC26","SMITHFIELD'S CHICKEN'N BAR-B-Q","7911 FAYETTEVILLE RD ","RALEIGH","NC","27603","","","19196619151"
"10DD7DEB-1058-14BD-B40F144186CBE497","HWY 55 BURGERS, SHAKES, &amp; FRIES","3421 N MAIN ST ","FUQUAY VARINA","NC","27526","","","19195673007"
"10E3B019-E45C-6A2B-B7A3DB9F3521FDF5","Poppy Seed Market","8801-107 Lead Mine RD ","RALEIGH","NC","27615","","","19198704997"
"10EF63F4-5056-A20B-FA2ABA1BD52A72BB","XL SIDELINE, LLC","1016 INVESTMENT BLVD ","APEX","NC","27502","","","19193872955"
"11048","Bruegger's Bagel Bakery #721","222-117 GLENWOOD AVE ","RALEIGH","NC","27603","","","111111111111111"
"11056374-899F-A798-6087829993B5179F","LATIN QUARTERS","7335 SIX FORKS  RD ","RALEIGH","NC","27615","","","19199008333"
"11080CC7-D654-1517-5E77B2CB01C523BF","THE CORNER TAVERN & GRILL","1303-03 NW MAYNARD RD ","CARY","NC","27513","","","1111111111919"
"110E1E5C-A811-A68A-34B211CA88A71F77","Arby's #7814","2601 Wake Forest RD ","RALEIGH","NC","27609","","","19198326885"
"110FC29B-C6B5-2C82-4A376391A25D5009","CASE DINING HALL","240 JETER DR ","RALEIGH","NC","27695","","","19195152100"
"11162B11-B128-14FC-31E5CEB56293B170","WAFFLE HOUSE #1279","7605 KNIGHTDALE BLVD ","KNIGHTDALE","NC","27545","","","19192174112"
"11207","Brooklyn Heights","605 Glenwood AVE ","RALEIGH","NC","27603","","","111111111111111"
"11419","Los Tres Vaqueros #2","435 CHAPANOKE RD ","RALEIGH","NC","27603","","","111111111111111"
"1149E92F-113F-7D26-5A4FFD3E66E170B6","Arby's #6657","9221 Fairbanks RD ","RALEIGH","NC","27613","","","19196764034"
"11533","Backfins Crabhouse","110 S White  ST ","WAKE FOREST","NC","27587","","","111111111111111"
"11634540-F152-1361-31141526242A1DF3","Jumbo China","13200 Falls of Neuse RD ","RALEIGH","NC","27614","","","19198618858"
"116A52F7-1422-201B-19862EE247191797","Arby's #6335","1300 E 5th AVE ","GARNER","NC","27529","","","19196622241"
"116E4598-726F-F167-A6BCA48C0D11F8A9","MCDONALD'S #27548","3494 KILDAIRE FARM RD ","CARY","NC","27518","","","19193639960"
"11752","US AIRWAYS CLUB","2400 TERMINAL BLVD ","RALEIGH","NC","27623","","","111111111111111"
"1176893F-1422-201B-193949F379F53725","Quizno's","648 Holly Springs RD ","HOLLY SPRINGS","NC","27540","","","111111111111111"
"117AA727-1100-178D-CBD6C473451776C6","AVIATOR SMOKEHOUSE","525 Broad  ST ","FUQUAY VARINA ","NC","27526","","","19195672337"
"11837200-AA38-6721-3BB117E0C1C4E631","MCDONALDS #28653","1409 MAIN ST ","FUQUAY VARINA","NC","27526","","","19195523190"
"11877","Prestonwood Snack Bar","320 Prestonwood Pky ","CARY","NC","27513","","","111111111111111"
"118EAA48-8A96-11A0-B962115131B0B272","China Won","8109 Fayetteville RD ","RALEIGH","NC","27603","","","19196629799"
"11931AC8-6E33-A8E2-B902FFB96B7A6CE9","BACK 9 PUB","4220 NW CARY PKY ","CARY","NC","27513-8411","","","19194623550"
"11946","The Pour House Drink Stand","224 S BLOUNT ST","RALEIGH","NC","27601-1408","","","111111111111111"
"119C7464-EC3A-5C90-BBB9FCF47C655585","HIMALAYAN NEPALI CUISINE","746 E CHATHAM ST ","CARY","NC","27511","","","19194660550"
"11C40812-1060-9D6F-AE04129347F2A7D2","Umstead Hotel &amp; Spa Food Service","100 Woodland Pond ","CARY","NC","27513","","","19194474000"
"11CB05FB-BE0E-A9E2-6BD99AC14041D1A0","STARBUCKS #8529","5959 TRIANGLE TOWN  BLVD ","RALEIGH","NC","27615","","","19197922227"
"11CD9A77-E76D-8CE2-8AA8A9257DE58C0A","MONA PITA MEDITERRANEAN GRILL","5260 CAPITAL BLVD ","RALEIGH","NC","27616","","","19194316500"
"11D0CE2D-E2A5-1083-AAB6D57A7DB50406","China Best","632 Holly Springs RD ","HOLLY SPRINGS","NC","27540","","","111111111111111"
"11F12CBE-F016-1203-9B7713745444749C","ANDY'S BURGERS, SHAKES, &amp; FRIES ","239 TIMBER DR ","GARNER","NC","27529","","","19197792111"
"11FC3AFA-C459-B41F-DF7EA001D48E0030","Smithfield Chicken & Bar-B-Que #95","3578 Davis DR ","MORRISVILLE","NC","27560","","","19194682607"
"1203FA0F-15C8-1394-17A014C9C61EB956","Chili's Grill and Bar #1183","6605 Knightdale BLVD ","KNIGHTDALE","NC","27545","","","19192610167"
"120A3868-5F88-9B27-A2D45882B8924B46","Ba-Da Wings","2161 Avent Ferry RD ","RALEIGH","NC","27606","","","19198323902"
"120E1727-B993-681E-4AB17E70A66B85B9","DAILY GRIND","10970 CHAPEL HILL RD ","MORRISVILLE","NC","27560","","","19198648775"
"1211CBE6-5056-A20B-FA5CA1452FE9AB92","FIREHOUSE SUBS #1138","4111 ED DR ","RALEIGH","NC","27612","","","19197837102"
"12181BF3-E7D2-14C8-0862573E7432ACC7","Mt Fuji","1311 E Broad ST ","FUQUAY VARINA","NC","27526","","","19195571888"
"121B4F3B-1289-AA2E-4A2513621F4F6FD8","Tangerine Cafe","2422 SW Cary PKY ","CARY","NC","27513","","","19194688688"
"1228358E-A6F1-1720-8C3FE2A44EB654E9","ANDYS BURGERS SHAKES &amp; FRIES","3504 DAVIS DR ","MORRISVILLE","NC","27560","","","19194650422"
"122ADDD3-FA95-14B2-02CED2760FF2C1E3","THE CARY CAFE","212 GRANDE HEIGHTS DR ","CARY","NC","27513","","","19194699415"
"122E691C-5056-A20B-FACF1B40502F3EAB","BELGIAN CAFE","1232 W WILLIAMS ST ","APEX","NC","27502","","","19193725128"
"12306CA5-5E18-9A9C-845686BB2BA12119","Ralph's Grocery &amp; Deli/Grill","2317 Eagle Rock RD ","WENDELL","NC","27591","","","19193662262"
"1232F0E3-5F90-F07F-45A9E7125C096F49","GYPSYS SHINY DINER","1550 BUCK JONES RD ","CARY","NC","27511","","","19194693663"
"12457BF5-F77C-2B3E-A94626CE00F16883","BITTERSWEET","16 E MARTIN ST ","RALEIGH","NC","27601","","","19199773829"
"1246C801-5056-A20B-FAF9F9185CF25974","BALI-HAI","1571 US 70 HWY W ","GARNER","NC","27529","","","19842005100"
"12551","Subway #2615","3416 POOLE RD ","RALEIGH","NC","27610-2918","","","111111111111111"
"12556","Shortie's Out of Sight Cafe","975 Walnut ST","RALEIGH","NC","27511","","","111111111111111"
"1255DD46-5056-A20B-FADDB1395CF9919E","MATTHEWS HOUSE CAFE &amp; CATERING","317 W CHATHAM ST ","CARY","NC","27511","","","19194671944"
"125E0F75-7254-92C5-785511D99C945655","Bojangles #37","1000 Claren CIR","MORRISVILLE","NC","27560","","","19194607171"
"12606D88-5056-A20B-FABC20ECA33DA0FC","STANDARD FOODS","205 E FRANKLIN ST ","RALEIGH","NC","27604","","","19198184974"
"1261A27C-74C9-58B7-FB57ABED4608E338","Panda Express #1352","1000 Beaver Creek Commons DR ","APEX","NC","27502","","","19193626369"
"1261ED73-DBC1-8008-313493D0AD1D67F6","Jersey Mike's #3042","7949 Fayetteville RD","RALEIGH","NC","27603","","","19196610111"
"126909A7-120F-101B-F94F10A74EC8B093","JUMBO CHINA","404-183 E SIX FORKS RD ","RALEIGH","NC","27609-7869","","","19195468858"
"126B09EF-76C5-14C1-0924154CCC9CC60A","DQ Grill and Chill #41609","5260 New Bern AVE ","RALEIGH","NC","27610","","","19197920127"
"12710175-CB1B-15ED-1D328B502B7A6011","ANDY'S BURGERS, SHAKES, & FRIES","11216-106 CAPITAL BLVD ","WAKE FOREST","NC","27587","","","19195549747"
"127318E7-14CF-FBAF-4341170F855920B5","MORRISVILLE DELI","3524 DAVIS DR ","MORRISVILLE","NC","27560","","","19193803767"
"1278E474-5BE8-6D81-E17BD3DD16826553","Lam's Garden Restaurant","1100-113 Raleigh BLVD ","RALEIGH","NC","27610","","","19198282118"
"127E751E-5056-A20B-FA5DA14C288A696F","WAFFLE HOUSE #378","3909 HILLSBOROUGH ST ","RALEIGH","NC","27603","","","19198331247"
"12803","GORDON BIERSCH","2400 JOHN BRANTLEY BLVD ","RDU AIRPORT","NC","27623","","","111111111111111"
